*** New Session***
01-11-2021 16:11:52
Product Name: forerunnner 45
82119968 : Rx: [80][FF][FF][FF][4C][38][34][4A]
82120218 : Rx: [00][FF][FF][FF][8A][3B][35][4A]
82120468 : Rx: [00][FF][FF][FF][8A][3B][35][4A]
82120703 : Rx: [00][FF][FF][FF][8A][3B][35][4A]
82120953 : Rx: [00][FF][FF][FF][C8][3E][36][4A]
82121203 : Rx: [80][FF][FF][FF][C8][3E][36][4A]
82121453 : Rx: [80][FF][FF][FF][C8][3E][36][4A]
82121687 : Rx fail
82121937 : Rx: [80][FF][FF][FF][06][42][37][4A]
82122187 : Rx fail
82122437 : Rx: [00][FF][FF][FF][06][42][37][4A]
82122671 : Rx: [00][FF][FF][FF][44][45][38][4A]
82122921 : Rx: [00][FF][FF][FF][44][45][38][4A]
82123171 : Rx: [80][FF][FF][FF][44][45][38][4A]
82123421 : Rx: [80][FF][FF][FF][82][48][39][4A]
82123656 : Rx: [80][FF][FF][FF][82][48][39][4A]
82123906 : Rx: [80][FF][FF][FF][82][48][39][4A]
82124156 : Rx: [00][FF][FF][FF][CB][4B][3A][49]
82124406 : Rx: [00][FF][FF][FF][CB][4B][3A][49]
82124640 : Rx: [00][FF][FF][FF][CB][4B][3A][49]
82124890 : Rx: [00][FF][FF][FF][CB][4B][3A][49]
82125140 : Rx: [80][FF][FF][FF][14][4F][3B][49]
82125390 : Rx: [80][FF][FF][FF][14][4F][3B][49]
82125625 : Rx: [80][FF][FF][FF][14][4F][3B][49]
82125875 : Rx: [80][FF][FF][FF][5D][52][3C][49]
82126125 : Rx: [00][FF][FF][FF][5D][52][3C][49]
82126375 : Rx: [00][FF][FF][FF][5D][52][3C][49]
82126625 : Rx: [00][FF][FF][FF][A6][55][3D][49]
82126859 : Rx: [00][FF][FF][FF][A6][55][3D][49]
82127109 : Rx: [80][FF][FF][FF][A6][55][3D][47]
82127359 : Rx: [80][FF][FF][FF][A6][55][3D][47]
82127609 : Rx: [80][FF][FF][FF][07][59][3E][47]
82127843 : Rx: [80][FF][FF][FF][07][59][3E][47]
82128093 : Rx: [09][FD][FF][FF][07][59][3E][45]
82128343 : Rx: [09][FD][FF][FF][81][5C][3F][45]
82128593 : Rx: [09][FD][FF][FF][81][5C][3F][45]
82128828 : Rx: [09][FD][FF][FF][81][5C][3F][45]
82129078 : Rx: [80][FF][FF][FF][81][5C][3F][43]
82129328 : Rx: [80][FF][FF][FF][16][60][40][43]
82129578 : Rx: [80][FF][FF][FF][16][60][40][43]
82129812 : Rx: [80][FF][FF][FF][16][60][40][43]
82130062 : Rx: [00][FF][FF][FF][AB][63][41][43]
82130312 : Rx: [00][FF][FF][FF][AB][63][41][43]
82130562 : Rx: [00][FF][FF][FF][AB][63][41][43]
82130796 : Rx: [00][FF][FF][FF][AB][63][41][43]
82131046 : Rx: [80][FF][FF][FF][5C][67][42][41]
82131296 : Rx: [80][FF][FF][FF][5C][67][42][41]
82131546 : Rx: [80][FF][FF][FF][5C][67][42][41]
82131781 : Rx: [80][FF][FF][FF][5C][67][42][41]
82132031 : Rx: [00][FF][FF][FF][1C][6B][43][40]
82132281 : Rx fail
82132531 : Rx fail
82132781 : Rx: [00][FF][FF][FF][1C][6B][43][40]
82133015 : Rx: [80][FF][FF][FF][EB][6E][44][3F]
82133265 : Rx: [80][FF][FF][FF][EB][6E][44][3F]
82133515 : Rx fail
82133750 : Rx fail
82134000 : Rx: [00][FF][FF][FF][BA][72][45][3F]
82134250 : Rx fail
82134500 : Rx: [00][FF][FF][FF][BA][72][45][3E]
82134750 : Rx: [00][FF][FF][FF][BA][72][45][3E]
82134984 : Rx: [80][FF][FF][FF][98][76][46][3E]
82135234 : Rx fail
82135484 : Rx: [80][FF][FF][FF][98][76][46][3E]
82135734 : Rx fail
82135968 : Rx: [00][FF][FF][FF][76][7A][47][3E]
82136218 : Rx: [00][FF][FF][FF][76][7A][47][3D]
82136468 : Rx: [00][FF][FF][FF][76][7A][47][3D]
82136718 : Rx: [00][FF][FF][FF][76][7A][47][3D]
82136953 : Rx fail
82137203 : Rx: [80][FF][FF][FF][65][7E][48][3C]
82137453 : Rx: [80][FF][FF][FF][65][7E][48][3C]
82137703 : Rx: [80][FF][FF][FF][65][7E][48][3C]
82137937 : Rx: [00][FF][FF][FF][65][82][49][3C]
82138187 : Rx: [00][FF][FF][FF][65][82][49][3B]
82138437 : Rx: [00][FF][FF][FF][65][82][49][3B]
82138687 : Rx: [00][FF][FF][FF][65][82][49][3B]
82138937 : Rx: [80][FF][FF][FF][76][86][4A][3B]
82139171 : Rx: [80][FF][FF][FF][76][86][4A][3B]
82139421 : Rx: [80][FF][FF][FF][76][86][4A][3B]
82139671 : Rx: [80][FF][FF][FF][76][86][4A][3B]
82139921 : Rx: [00][FF][FF][FF][87][8A][4B][3B]
82140156 : Rx: [00][FF][FF][FF][87][8A][4B][39]
82140406 : Rx: [00][FF][FF][FF][87][8A][4B][39]
82140656 : Rx: [00][FF][FF][FF][87][8A][4B][39]
82140906 : Rx: [80][FF][FF][FF][BC][8E][4C][39]
82141140 : Rx: [80][FF][FF][FF][BC][8E][4C][39]
82141390 : Rx: [80][FF][FF][FF][BC][8E][4C][39]
82141640 : Rx fail
82141890 : Rx: [00][FF][FF][FF][F1][92][4D][39]
82142125 : Rx: [00][FF][FF][FF][F1][92][4D][38]
82142375 : Rx: [00][FF][FF][FF][F1][92][4D][38]
82142625 : Rx: [00][FF][FF][FF][F1][92][4D][38]
82142875 : Rx: [80][FF][FF][FF][F1][92][4D][38]
82143109 : Rx: [80][FF][FF][FF][4E][97][4E][37]
82143359 : Rx: [80][FF][FF][FF][4E][97][4E][37]
82143609 : Rx fail
82143859 : Rx: [00][FF][FF][FF][4E][97][4E][37]
82144109 : Rx: [00][FF][FF][FF][AB][9B][4F][37]
82144343 : Rx: [00][FF][FF][FF][AB][9B][4F][37]
82144593 : Rx: [00][FF][FF][FF][AB][9B][4F][37]
82144843 : Rx: [82][01][94][C8][AB][9B][4F][37]
82145093 : Rx: [82][01][94][C8][AB][9B][4F][36]
82145328 : Rx: [82][01][94][C8][1C][A0][50][36]
82145578 : Rx: [82][01][94][C8][1C][A0][50][36]
82145828 : Rx: [00][FF][FF][FF][1C][A0][50][36]
82146078 : Rx: [00][FF][FF][FF][1C][A0][50][35]
82146312 : Rx: [00][FF][FF][FF][A3][A4][51][35]
82146562 : Rx: [00][FF][FF][FF][A3][A4][51][35]
82146812 : Rx: [80][FF][FF][FF][A3][A4][51][35]
82147062 : Rx: [80][FF][FF][FF][A3][A4][51][34]
82147296 : Rx: [80][FF][FF][FF][A3][A4][51][34]
82147546 : Rx: [80][FF][FF][FF][40][A9][52][34]
82147796 : Rx: [00][FF][FF][FF][40][A9][52][34]
82148046 : Rx: [00][FF][FF][FF][40][A9][52][34]
82148281 : Rx: [00][FF][FF][FF][40][A9][52][34]
82148531 : Rx fail
82148781 : Rx: [80][FF][FF][FF][DD][AD][53][34]
82149031 : Rx: [80][FF][FF][FF][DD][AD][53][33]
82149281 : Rx fail
82149515 : Rx: [80][FF][FF][FF][DD][AD][53][33]
82149765 : Rx: [00][FF][FF][FF][DD][AD][53][33]
82150015 : Rx: [00][FF][FF][FF][91][B2][54][33]
82150265 : Rx: [00][FF][FF][FF][91][B2][54][32]
82150500 : Rx: [00][FF][FF][FF][91][B2][54][32]
82150750 : Rx: [80][FF][FF][FF][91][B2][54][32]
82151000 : Rx: [80][FF][FF][FF][5D][B7][55][32]
82151250 : Rx: [80][FF][FF][FF][5D][B7][55][32]
82151484 : Rx fail
82151734 : Rx fail
82151984 : Rx fail
82152234 : Rx: [00][FF][FF][FF][42][BC][56][31]
82152468 : Rx fail
82152718 : Rx fail
82152968 : Rx: [80][FF][FF][FF][42][BC][56][31]
82153218 : Rx fail
82153453 : Rx fail
82153703 : Rx: [00][FF][FF][FF][27][C1][57][31]
82153953 : Rx fail
82154203 : Rx: [00][FF][FF][FF][27][C1][57][31]
82154453 : Rx fail
82154687 : Rx fail
82154937 : Rx fail
82155187 : Rx: [80][FF][FF][FF][0C][C6][58][31]
82155437 : Rx: [80][FF][FF][FF][0C][C6][58][31]
82155671 : Rx: [00][FF][FF][FF][0C][C6][58][31]
82155921 : Rx: [00][FF][FF][FF][F1][CA][59][31]
82156171 : Rx: [00][FF][FF][FF][F1][CA][59][30]
82156421 : Rx: [00][FF][FF][FF][F1][CA][59][30]
82156656 : Rx: [80][FF][FF][FF][F1][CA][59][30]
82156906 : Rx: [80][FF][FF][FF][F1][CA][59][30]
82157156 : Rx: [80][FF][FF][FF][F1][CF][5A][30]
82157406 : Rx: [80][FF][FF][FF][F1][CF][5A][30]
82157640 : Rx: [00][FF][FF][FF][F1][CF][5A][30]
82157890 : Rx: [00][FF][FF][FF][F1][CF][5A][30]
82158140 : Rx: [00][FF][FF][FF][F1][CF][5A][30]
82158390 : Rx: [00][FF][FF][FF][F1][D4][5B][30]
82158625 : Rx: [80][FF][FF][FF][F1][D4][5B][30]
82158875 : Rx: [80][FF][FF][FF][F1][D4][5B][30]
82159125 : Rx: [80][FF][FF][FF][F1][D4][5B][30]
82159375 : Rx fail
82159609 : Rx: [00][FF][FF][FF][F1][D4][5B][30]
82159859 : Rx: [00][FF][FF][FF][F1][D9][5C][30]
82160109 : Rx: [00][FF][FF][FF][F1][D9][5C][30]
82160359 : Rx: [00][FF][FF][FF][F1][D9][5C][30]
82160609 : Rx: [80][FF][FF][FF][F1][D9][5C][30]
82160843 : Rx: [80][FF][FF][FF][F1][D9][5C][30]
82161093 : Rx: [80][FF][FF][FF][F1][DE][5D][30]
82161343 : Rx: [80][FF][FF][FF][F1][DE][5D][30]
82161593 : Rx: [03][FF][AE][FF][F1][DE][5D][30]
82161828 : Rx: [03][FF][AE][FF][F1][DE][5D][30]
82162078 : Rx fail
82162328 : Rx: [03][FF][AE][FF][F1][E3][5E][30]
82162578 : Rx: [80][FF][FF][FF][F1][E3][5E][30]
82162812 : Rx: [80][FF][FF][FF][F1][E3][5E][30]
82163062 : Rx: [80][FF][FF][FF][F1][E3][5E][30]
82163312 : Rx: [80][FF][FF][FF][F1][E3][5E][30]
82163562 : Rx: [00][FF][FF][FF][F1][E8][5F][30]
82163796 : Rx: [00][FF][FF][FF][F1][E8][5F][30]
82164046 : Rx fail
82164296 : Rx: [00][FF][FF][FF][F1][E8][5F][30]
82164546 : Rx: [80][FF][FF][FF][F1][E8][5F][30]
82164796 : Rx: [80][FF][FF][FF][F1][ED][60][30]
82165031 : Rx: [80][FF][FF][FF][F1][ED][60][30]
82165281 : Rx: [80][FF][FF][FF][F1][ED][60][2F]
82165531 : Rx: [00][FF][FF][FF][F1][ED][60][2F]
82165781 : Rx: [00][FF][FF][FF][F1][ED][60][2F]
82166015 : Rx fail
82166265 : Rx: [00][FF][FF][FF][0C][F3][61][30]
82166515 : Rx: [80][FF][FF][FF][0C][F3][61][30]
82166765 : Rx: [80][FF][FF][FF][0C][F3][61][30]
82167000 : Rx: [80][FF][FF][FF][0C][F3][61][30]
82167250 : Rx: [80][FF][FF][FF][0C][F8][62][30]
82167500 : Rx: [00][FF][FF][FF][0C][F8][62][30]
82167750 : Rx: [00][FF][FF][FF][0C][F8][62][30]
82167984 : Rx: [00][FF][FF][FF][0C][F8][62][30]
82168234 : Rx: [00][FF][FF][FF][0C][F8][62][30]
82168484 : Rx: [80][FF][FF][FF][0C][FD][63][30]
82168734 : Rx: [80][FF][FF][FF][0C][FD][63][30]
82168968 : Rx: [80][FF][FF][FF][0C][FD][63][30]
82169218 : Rx: [80][FF][FF][FF][0C][FD][63][30]
82169468 : Rx: [00][FF][FF][FF][0C][FD][63][30]
82169718 : Rx: [00][FF][FF][FF][0C][02][64][30]
82169953 : Rx: [00][FF][FF][FF][0C][02][64][30]
82170203 : Rx: [00][FF][FF][FF][0C][02][64][30]
82170453 : Rx: [80][FF][FF][FF][0C][02][64][30]
82170703 : Rx: [80][FF][FF][FF][0C][02][64][30]
82170953 : Rx: [80][FF][FF][FF][0C][07][65][30]
82171187 : Rx: [80][FF][FF][FF][0C][07][65][30]
82171437 : Rx: [00][FF][FF][FF][0C][07][65][30]
82171687 : Rx: [00][FF][FF][FF][0C][07][65][30]
82171937 : Rx fail
82172171 : Rx: [00][FF][FF][FF][F1][0B][66][31]
82172421 : Rx fail
82172671 : Rx fail
82172921 : Rx: [80][FF][FF][FF][F1][0B][66][31]
82173156 : Rx: [80][FF][FF][FF][F1][0B][66][31]
82173406 : Rx fail
82173656 : Rx: [00][FF][FF][FF][D6][10][67][31]
82173906 : Rx fail
82174140 : Rx fail
82174390 : Rx: [80][FF][FF][FF][D6][10][67][31]
82174640 : Rx: [80][FF][FF][FF][BB][15][68][31]
82174890 : Rx: [80][FF][FF][FF][BB][15][68][31]
82175125 : Rx fail
82175375 : Rx: [00][FF][FF][FF][BB][15][68][31]
82175625 : Rx: [00][FF][FF][FF][BB][15][68][31]
82175875 : Rx fail
82176125 : Rx fail
82176359 : Rx: [80][FF][FF][FF][A0][1A][69][31]
82176609 : Rx: [80][FF][FF][FF][A0][1A][69][31]
82176859 : Rx: [80][FF][FF][FF][A0][1A][69][31]
82177109 : Rx: [80][FF][FF][FF][85][1F][6A][31]
82177343 : Rx: [00][FF][FF][FF][85][1F][6A][31]
82177593 : Rx: [00][FF][FF][FF][85][1F][6A][31]
82177843 : Rx: [00][FF][FF][FF][85][1F][6A][31]
82178093 : Rx: [00][FF][FF][FF][85][1F][6A][32]
82178328 : Rx: [89][FD][FF][FF][51][24][6B][32]
82178578 : Rx: [89][FD][FF][FF][51][24][6B][32]
82178828 : Rx fail
82179078 : Rx: [89][FD][FF][FF][51][24][6B][32]
82179312 : Rx: [00][FF][FF][FF][51][24][6B][32]
82179562 : Rx: [00][FF][FF][FF][1D][29][6C][32]
82179812 : Rx: [00][FF][FF][FF][1D][29][6C][32]
82180062 : Rx fail
82180312 : Rx: [80][FF][FF][FF][1D][29][6C][32]
82180546 : Rx: [80][FF][FF][FF][1D][29][6C][32]
82180796 : Rx: [80][FF][FF][FF][E9][2D][6D][32]
82181046 : Rx: [80][FF][FF][FF][E9][2D][6D][33]
82181296 : Rx: [00][FF][FF][FF][E9][2D][6D][33]
82181531 : Rx: [00][FF][FF][FF][E9][2D][6D][33]
82181781 : Rx fail
82182031 : Rx: [00][FF][FF][FF][9D][32][6E][33]
82182281 : Rx: [80][FF][FF][FF][9D][32][6E][33]
82182515 : Rx: [80][FF][FF][FF][9D][32][6E][33]
82182765 : Rx: [80][FF][FF][FF][9D][32][6E][33]
82183015 : Rx fail
82183265 : Rx: [00][FF][FF][FF][51][37][6F][34]
82183500 : Rx: [00][FF][FF][FF][51][37][6F][34]
82183750 : Rx: [00][FF][FF][FF][51][37][6F][34]
82184000 : Rx: [00][FF][FF][FF][51][37][6F][34]
82184250 : Rx: [80][FF][FF][FF][D8][3B][70][35]
82184484 : Rx fail
82184734 : Rx: [80][FF][FF][FF][D8][3B][70][35]
82184984 : Rx: [80][FF][FF][FF][D8][3B][70][35]
82185234 : Rx: [00][FF][FF][FF][49][40][71][36]
82185484 : Rx: [00][FF][FF][FF][49][40][71][36]
82185718 : Rx: [00][FF][FF][FF][49][40][71][36]
82185968 : Rx: [00][FF][FF][FF][49][40][71][36]
82186218 : Rx fail
82186468 : Rx: [80][FF][FF][FF][A6][44][72][37]
82186703 : Rx: [80][FF][FF][FF][A6][44][72][37]
82186953 : Rx: [80][FF][FF][FF][A6][44][72][37]
82187203 : Rx: [00][FF][FF][FF][A6][44][72][38]
82187453 : Rx: [00][FF][FF][FF][EF][48][73][38]
82187687 : Rx: [00][FF][FF][FF][EF][48][73][38]
82187937 : Rx: [00][FF][FF][FF][EF][48][73][38]
82188187 : Rx: [80][FF][FF][FF][EF][48][73][39]
82188437 : Rx fail
82188671 : Rx: [80][FF][FF][FF][24][4D][74][39]
82188921 : Rx: [80][FF][FF][FF][24][4D][74][39]
82189171 : Rx: [00][FF][FF][FF][24][4D][74][39]
82189421 : Rx: [00][FF][FF][FF][24][4D][74][39]
82189656 : Rx fail
82189906 : Rx: [00][FF][FF][FF][59][51][75][39]
82190156 : Rx: [80][FF][FF][FF][59][51][75][39]
82190406 : Rx: [80][FF][FF][FF][59][51][75][39]
82190656 : Rx: [80][FF][FF][FF][8E][55][76][39]
82190890 : Rx: [80][FF][FF][FF][8E][55][76][39]
82191140 : Rx: [00][FF][FF][FF][8E][55][76][3A]
82191390 : Rx: [00][FF][FF][FF][8E][55][76][3A]
82191640 : Rx: [00][FF][FF][FF][B1][59][77][3A]
82191875 : Rx fail
82192125 : Rx: [80][FF][FF][FF][B1][59][77][3A]
82192375 : Rx: [80][FF][FF][FF][B1][59][77][3A]
82192625 : Rx: [80][FF][FF][FF][D4][5D][78][3A]
82192859 : Rx fail
82193109 : Rx: [00][FF][FF][FF][D4][5D][78][3B]
82193359 : Rx fail
82193609 : Rx: [00][FF][FF][FF][D4][5D][78][3B]
82193843 : Rx: [00][FF][FF][FF][E5][61][79][3B]
82194093 : Rx: [80][FF][FF][FF][E5][61][79][3B]
82194343 : Rx fail
82194593 : Rx: [80][FF][FF][FF][E5][61][79][3B]
82194828 : Rx: [80][FF][FF][FF][F6][65][7A][3B]
82195078 : Rx fail
82195328 : Rx: [02][01][94][C8][F6][65][7A][3B]
82195578 : Rx fail
82195828 : Rx: [02][01][94][C8][07][6A][7B][3B]
82196062 : Rx fail
82196312 : Rx fail
82196562 : Rx fail
82196812 : Rx: [80][FF][FF][FF][07][6E][7C][3C]
82197046 : Rx: [00][FF][FF][FF][07][6E][7C][3C]
82197296 : Rx: [00][FF][FF][FF][07][6E][7C][3C]
82197546 : Rx: [00][FF][FF][FF][07][6E][7C][3C]
82197796 : Rx: [00][FF][FF][FF][07][72][7D][3C]
82198031 : Rx: [80][FF][FF][FF][07][72][7D][3D]
82198281 : Rx: [80][FF][FF][FF][07][72][7D][3D]
82198531 : Rx: [80][FF][FF][FF][07][72][7D][3D]
82198781 : Rx: [80][FF][FF][FF][F6][75][7E][3D]
82199015 : Rx: [00][FF][FF][FF][F6][75][7E][3D]
82199265 : Rx: [00][FF][FF][FF][F6][75][7E][3D]
82199515 : Rx: [00][FF][FF][FF][F6][75][7E][3D]
82199765 : Rx: [00][FF][FF][FF][E5][79][7F][3D]
82200000 : Rx: [80][FF][FF][FF][E5][79][7F][3D]
82200250 : Rx: [80][FF][FF][FF][E5][79][7F][3D]
82200500 : Rx: [80][FF][FF][FF][E5][79][7F][3D]
82200750 : Rx fail
82200984 : Rx: [00][FF][FF][FF][D4][7D][80][3D]
82201234 : Rx: [00][FF][FF][FF][D4][7D][80][3D]
82201484 : Rx: [00][FF][FF][FF][D4][7D][80][3D]
82201734 : Rx: [00][FF][FF][FF][C3][81][81][3D]
82201984 : Rx: [80][FF][FF][FF][C3][81][81][3D]
82202218 : Rx: [80][FF][FF][FF][C3][81][81][3D]
82202468 : Rx: [80][FF][FF][FF][C3][81][81][3D]
82202718 : Rx: [80][FF][FF][FF][B2][85][82][3D]
82202968 : Rx: [00][FF][FF][FF][B2][85][82][3D]
82203203 : Rx: [00][FF][FF][FF][B2][85][82][3D]
82203453 : Rx: [00][FF][FF][FF][B2][85][82][3D]
82203703 : Rx: [00][FF][FF][FF][A1][89][83][3D]
82203953 : Rx: [80][FF][FF][FF][A1][89][83][3D]
82204187 : Rx: [80][FF][FF][FF][A1][89][83][3D]
82204437 : Rx: [80][FF][FF][FF][A1][89][83][3D]
82204687 : Rx: [80][FF][FF][FF][90][8D][84][3D]
82204937 : Rx: [00][FF][FF][FF][90][8D][84][3D]
82205171 : Rx: [00][FF][FF][FF][90][8D][84][3C]
82205421 : Rx fail
82205671 : Rx: [00][FF][FF][FF][90][91][85][3C]
82205921 : Rx: [80][FF][FF][FF][90][91][85][3C]
82206171 : Rx: [80][FF][FF][FF][90][91][85][3C]
82206406 : Rx: [80][FF][FF][FF][90][91][85][3C]
82206656 : Rx: [80][FF][FF][FF][90][95][86][3C]
82206906 : Rx fail
82207156 : Rx: [00][FF][FF][FF][90][95][86][3C]
82207390 : Rx: [00][FF][FF][FF][90][95][86][3C]
82207640 : Rx: [00][FF][FF][FF][90][99][87][3C]
82207890 : Rx: [80][FF][FF][FF][90][99][87][3C]
82208140 : Rx: [80][FF][FF][FF][90][99][87][3B]
82208375 : Rx: [80][FF][FF][FF][90][99][87][3B]
82208625 : Rx: [80][FF][FF][FF][A1][9D][88][3B]
82208875 : Rx: [00][FF][FF][FF][A1][9D][88][3B]
82209125 : Rx: [00][FF][FF][FF][A1][9D][88][3A]
82209359 : Rx: [00][FF][FF][FF][A1][9D][88][3A]
82209609 : Rx: [00][FF][FF][FF][C4][A1][89][3A]
82209859 : Rx: [80][FF][FF][FF][C4][A1][89][3A]
82210109 : Rx: [80][FF][FF][FF][C4][A1][89][39]
82210343 : Rx: [80][FF][FF][FF][C4][A1][89][39]
82210593 : Rx: [80][FF][FF][FF][C4][A1][89][39]
82210843 : Rx fail
82211093 : Rx: [00][FF][FF][FF][F9][A5][8A][39]
82211328 : Rx: [00][FF][FF][FF][F9][A5][8A][39]
82211578 : Rx: [00][FF][FF][FF][F9][A5][8A][39]
82211828 : Rx: [83][FF][AE][FF][2E][AA][8B][39]
82212078 : Rx fail
82212328 : Rx fail
82212562 : Rx: [83][FF][AE][FF][2E][AA][8B][38]
82212812 : Rx: [00][FF][FF][FF][77][AE][8C][38]
82213062 : Rx fail
82213312 : Rx: [00][FF][FF][FF][77][AE][8C][37]
82213546 : Rx: [00][FF][FF][FF][77][AE][8C][37]
82213796 : Rx: [80][FF][FF][FF][77][AE][8C][37]
82214046 : Rx fail
82214296 : Rx fail
82214531 : Rx: [80][FF][FF][FF][D4][B2][8D][36]
82214781 : Rx: [00][FF][FF][FF][D4][B2][8D][36]
82215031 : Rx: [00][FF][FF][FF][45][B7][8E][36]
82215281 : Rx: [00][FF][FF][FF][45][B7][8E][36]
82215515 : Rx fail
82215765 : Rx fail
82216015 : Rx: [80][FF][FF][FF][45][B7][8E][36]
82216265 : Rx fail
82216500 : Rx fail
82216750 : Rx: [00][FF][FF][FF][CC][BB][8F][35]
82217000 : Rx: [00][FF][FF][FF][CC][BB][8F][35]
82217250 : Rx: [00][FF][FF][FF][69][C0][90][34]
82217500 : Rx: [00][FF][FF][FF][69][C0][90][34]
82217734 : Rx: [80][FF][FF][FF][69][C0][90][34]
82217984 : Rx: [80][FF][FF][FF][69][C0][90][34]
82218234 : Rx: [80][FF][FF][FF][69][C0][90][34]
82218484 : Rx: [80][FF][FF][FF][06][C5][91][34]
82218718 : Rx fail
82218968 : Rx: [00][FF][FF][FF][06][C5][91][34]
82219218 : Rx: [00][FF][FF][FF][06][C5][91][33]
82219468 : Rx: [00][FF][FF][FF][06][C5][91][33]
82219703 : Rx: [80][FF][FF][FF][BA][C9][92][33]
82219953 : Rx: [80][FF][FF][FF][BA][C9][92][33]
82220203 : Rx: [80][FF][FF][FF][BA][C9][92][33]
82220453 : Rx: [80][FF][FF][FF][BA][C9][92][33]
82220687 : Rx: [00][FF][FF][FF][BA][C9][92][33]
82220937 : Rx: [00][FF][FF][FF][6E][CE][93][33]
82221187 : Rx: [00][FF][FF][FF][6E][CE][93][33]
82221437 : Rx: [00][FF][FF][FF][6E][CE][93][33]
82221671 : Rx: [80][FF][FF][FF][6E][CE][93][33]
82221921 : Rx: [80][FF][FF][FF][22][D3][94][33]
82222171 : Rx: [80][FF][FF][FF][22][D3][94][33]
82222421 : Rx: [80][FF][FF][FF][22][D3][94][33]
82222671 : Rx: [00][FF][FF][FF][22][D3][94][33]
82222906 : Rx: [00][FF][FF][FF][22][D3][94][33]
82223156 : Rx: [00][FF][FF][FF][D6][D7][95][33]
82223406 : Rx: [00][FF][FF][FF][D6][D7][95][33]
82223656 : Rx: [80][FF][FF][FF][D6][D7][95][33]
82223890 : Rx: [80][FF][FF][FF][D6][D7][95][33]
82224140 : Rx: [80][FF][FF][FF][D6][D7][95][33]
82224390 : Rx: [80][FF][FF][FF][8A][DC][96][33]
82224640 : Rx: [00][FF][FF][FF][8A][DC][96][33]
82224875 : Rx: [00][FF][FF][FF][8A][DC][96][33]
82225125 : Rx: [00][FF][FF][FF][8A][DC][96][33]
82225375 : Rx: [00][FF][FF][FF][8A][DC][96][33]
82225625 : Rx: [80][FF][FF][FF][3E][E1][97][33]
82225859 : Rx: [80][FF][FF][FF][3E][E1][97][33]
82226109 : Rx: [80][FF][FF][FF][3E][E1][97][33]
82226359 : Rx fail
82226609 : Rx fail
82226843 : Rx: [00][FF][FF][FF][F2][E5][98][33]
82227093 : Rx: [00][FF][FF][FF][F2][E5][98][34]
82227343 : Rx: [00][FF][FF][FF][F2][E5][98][34]
82227593 : Rx: [80][FF][FF][FF][F2][E5][98][34]
82227843 : Rx: [80][FF][FF][FF][8F][EA][99][34]
82228078 : Rx: [80][FF][FF][FF][8F][EA][99][34]
82228328 : Rx: [80][FF][FF][FF][8F][EA][99][34]
82228578 : Rx: [09][FD][FF][FF][8F][EA][99][34]
82228828 : Rx: [09][FD][FF][FF][8F][EA][99][34]
82229062 : Rx: [09][FD][FF][FF][2C][EF][9A][34]
82229312 : Rx fail
82229562 : Rx: [80][FF][FF][FF][2C][EF][9A][34]
82229812 : Rx: [80][FF][FF][FF][2C][EF][9A][34]
82230046 : Rx: [80][FF][FF][FF][2C][EF][9A][34]
82230296 : Rx: [80][FF][FF][FF][C9][F3][9B][34]
82230546 : Rx: [00][FF][FF][FF][C9][F3][9B][34]
82230796 : Rx: [00][FF][FF][FF][C9][F3][9B][34]
82231031 : Rx: [00][FF][FF][FF][C9][F3][9B][34]
82231281 : Rx: [00][FF][FF][FF][66][F8][9C][34]
82231531 : Rx: [80][FF][FF][FF][66][F8][9C][34]
82231781 : Rx: [80][FF][FF][FF][66][F8][9C][34]
82232015 : Rx: [80][FF][FF][FF][66][F8][9C][34]
82232265 : Rx: [80][FF][FF][FF][66][F8][9C][34]
82232515 : Rx fail
82232765 : Rx fail
82233015 : Rx: [00][FF][FF][FF][03][FD][9D][34]
82233250 : Rx fail
82233500 : Rx: [80][FF][FF][FF][03][FD][9D][35]
82233750 : Rx fail
82234000 : Rx fail
82234234 : Rx: [80][FF][FF][FF][8A][01][9E][34]
82234484 : Rx: [00][FF][FF][FF][8A][01][9E][34]
82234734 : Rx fail
82234984 : Rx: [00][FF][FF][FF][27][06][9F][34]
82235218 : Rx: [00][FF][FF][FF][27][06][9F][34]
82235468 : Rx: [80][FF][FF][FF][27][06][9F][34]
82235718 : Rx fail
82235968 : Rx fail
82236203 : Rx: [80][FF][FF][FF][C4][0A][A0][33]
82236453 : Rx fail
82236703 : Rx: [00][FF][FF][FF][C4][0A][A0][33]
82236953 : Rx: [00][FF][FF][FF][C4][0A][A0][33]
82237187 : Rx: [00][FF][FF][FF][78][0F][A1][33]
82237437 : Rx: [80][FF][FF][FF][78][0F][A1][33]
82237687 : Rx: [80][FF][FF][FF][78][0F][A1][33]
82237937 : Rx: [80][FF][FF][FF][78][0F][A1][33]
82238171 : Rx: [80][FF][FF][FF][78][0F][A1][32]
82238421 : Rx: [00][FF][FF][FF][44][14][A2][32]
82238671 : Rx: [00][FF][FF][FF][44][14][A2][32]
82238921 : Rx: [00][FF][FF][FF][44][14][A2][32]
82239171 : Rx: [00][FF][FF][FF][44][14][A2][33]
82239406 : Rx: [80][FF][FF][FF][F8][18][A3][33]
82239656 : Rx: [80][FF][FF][FF][F8][18][A3][33]
82239906 : Rx: [80][FF][FF][FF][F8][18][A3][33]
82240156 : Rx: [80][FF][FF][FF][F8][18][A3][33]
82240390 : Rx: [00][FF][FF][FF][F8][18][A3][33]
