1635868892.000000, IBI
36.406250,0.765625
37.015625,0.609375
37.609375,0.593750
59.000000,0.625000
59.593750,0.593750
60.171875,0.578125
60.750000,0.578125
61.328125,0.578125
61.953125,0.625000
62.625000,0.671875
63.296875,0.671875
63.968750,0.671875
71.562500,0.734375
72.265625,0.703125
72.968750,0.703125
73.671875,0.703125
74.312500,0.640625
74.968750,0.656250
75.593750,0.625000
76.281250,0.687500
84.109375,0.718750
84.781250,0.671875
85.437500,0.656250
86.078125,0.640625
86.687500,0.609375
87.359375,0.671875
97.968750,0.671875
98.640625,0.671875
99.328125,0.687500
100.015625,0.687500
100.640625,0.625000
101.281250,0.640625
101.937500,0.656250
102.578125,0.640625
103.234375,0.656250
103.843750,0.609375
104.453125,0.609375
105.046875,0.593750
105.640625,0.593750
106.328125,0.687500
107.031250,0.703125
111.078125,0.703125
111.796875,0.718750
112.468750,0.671875
113.156250,0.687500
113.843750,0.687500
114.562500,0.718750
115.265625,0.703125
115.953125,0.687500
116.593750,0.640625
117.218750,0.625000
117.859375,0.640625
118.468750,0.609375
119.046875,0.578125
119.656250,0.609375
120.187500,0.531250
129.250000,0.531250
129.812500,0.562500
174.500000,0.750000
175.203125,0.703125
175.859375,0.656250
176.500000,0.640625
177.140625,0.640625
177.750000,0.609375
178.359375,0.609375
178.984375,0.625000
179.656250,0.671875
180.484375,0.828125
181.343750,0.859375
182.218750,0.875000
183.093750,0.875000
183.937500,0.843750
184.703125,0.765625
185.484375,0.781250
186.203125,0.718750
186.828125,0.625000
187.437500,0.609375
188.046875,0.609375
188.640625,0.593750
189.390625,0.750000
193.812500,0.828125
194.593750,0.781250
195.312500,0.718750
195.937500,0.625000
196.531250,0.593750
197.140625,0.609375
197.765625,0.625000
198.562500,0.796875
199.453125,0.890625
200.328125,0.875000
201.203125,0.875000
202.000000,0.796875
202.703125,0.703125
203.406250,0.703125
204.062500,0.656250
204.718750,0.656250
205.375000,0.656250
206.015625,0.640625
206.625000,0.609375
207.218750,0.593750
207.828125,0.609375
208.484375,0.656250
209.296875,0.812500
210.140625,0.843750
211.015625,0.875000
211.890625,0.875000
212.734375,0.843750
213.546875,0.812500
214.281250,0.734375
214.968750,0.687500
215.625000,0.656250
216.265625,0.640625
216.906250,0.640625
217.531250,0.625000
218.125000,0.593750
218.750000,0.625000
219.359375,0.609375
220.000000,0.640625
220.750000,0.750000
221.531250,0.781250
222.468750,0.937500
223.359375,0.890625
224.218750,0.859375
224.968750,0.750000
225.703125,0.734375
226.421875,0.718750
227.109375,0.687500
234.875000,0.796875
235.625000,0.750000
236.328125,0.703125
236.968750,0.640625
237.578125,0.609375
238.171875,0.593750
238.750000,0.578125
239.328125,0.578125
239.906250,0.578125
240.468750,0.562500
241.015625,0.546875
241.546875,0.531250
242.109375,0.562500
242.734375,0.625000
246.984375,0.781250
247.718750,0.734375
248.421875,0.703125
249.093750,0.671875
249.687500,0.593750
250.265625,0.578125
250.828125,0.562500
251.406250,0.578125
252.078125,0.671875
256.250000,0.750000
256.937500,0.687500
257.578125,0.640625
258.187500,0.609375
258.765625,0.578125
259.343750,0.578125
259.906250,0.562500
260.500000,0.593750
261.156250,0.656250
261.937500,0.781250
262.812500,0.875000
263.703125,0.890625
264.546875,0.843750
265.328125,0.781250
266.031250,0.703125
266.671875,0.640625
267.265625,0.593750
267.843750,0.578125
268.421875,0.578125
269.000000,0.578125
269.578125,0.578125
270.156250,0.578125
270.750000,0.593750
271.390625,0.640625
272.093750,0.703125
272.906250,0.812500
