1635868892.000000, 1635868892.000000, 1635868892.000000
32.000000, 32.000000, 32.000000
-64,19,4
-67,17,-2
-67,16,-7
-74,12,-2
-59,0,15
-63,-3,15
-71,-11,25
-69,-8,20
-81,-4,5
-67,-8,23
-77,-6,15
-83,-3,5
-72,-5,11
-78,-3,3
-76,-7,-6
-83,-3,-11
-81,-4,-10
-71,-6,-3
-72,-4,-3
-71,-7,-1
-80,-9,2
-58,-11,11
-75,-11,11
-67,-10,9
-49,-13,11
-57,-11,-9
-58,-9,-7
-53,-8,2
-65,-9,-13
-65,-8,-16
-60,-7,-13
-51,-11,0
-52,-8,6
-53,-7,11
-51,-10,17
-60,-10,12
-66,-5,4
-61,-3,9
-48,2,16
-59,-1,15
-55,0,19
-60,0,9
-73,-1,3
-69,1,9
-67,4,12
-66,7,12
-63,4,18
-52,3,29
-51,8,27
-62,8,16
-63,6,20
-51,4,35
-51,6,30
-64,6,11
-60,6,13
-72,4,11
-68,2,19
-61,4,22
-54,7,20
-63,4,22
-65,-1,29
-57,-1,40
-52,0,39
-52,2,34
-63,1,30
-52,0,39
-46,-1,43
-55,-1,37
-56,-1,34
-56,1,38
-59,0,33
-53,-3,35
-60,-6,30
-56,-11,34
-61,-7,24
-59,-6,27
-57,-7,27
-53,-6,27
-52,-12,40
-52,-17,41
-57,-14,33
-59,-15,23
-49,-12,48
-55,-7,40
-44,-6,41
-52,-3,42
-47,-2,38
-68,-13,22
-57,-11,26
-51,-11,24
-47,-13,40
-39,-11,46
-39,-11,44
-43,-11,47
-44,-10,45
-47,-8,40
-52,-4,41
-54,-6,43
-52,-5,44
-60,1,37
-67,-2,37
-67,-6,30
-57,0,35
-57,3,32
-49,1,28
-51,3,24
-61,5,29
-61,10,37
-64,7,41
-76,3,30
-67,1,27
-47,2,33
-47,6,28
-58,7,24
-61,12,28
-48,14,35
-46,8,30
-63,-3,29
-54,-11,48
-42,-5,66
-36,2,61
-53,6,49
-70,15,29
-67,14,28
-48,8,36
-54,1,36
-49,1,29
-37,-20,64
-25,-14,64
-34,-5,35
-34,-2,34
-43,-7,45
-60,-7,38
-62,-10,38
-64,-15,20
-56,-15,41
-52,-7,42
-52,-7,35
-47,-9,32
-48,-15,43
-51,-11,39
-50,-14,36
-58,-14,33
-53,-14,33
-45,-12,32
-49,-15,22
-72,-14,13
-49,-19,24
-75,-18,26
-54,-8,32
-57,-11,37
-56,-8,31
-54,-9,37
-49,-10,40
-57,-15,36
-60,-14,30
-56,-17,29
-42,-13,33
-51,-11,26
-54,-7,22
-64,-9,28
-73,-7,28
-66,-8,27
-68,-14,29
-56,-17,33
-53,-14,30
-52,-10,26
-52,-9,29
-68,-7,26
-56,-7,41
-63,-8,43
-66,1,24
-58,0,27
-51,-2,36
-47,0,24
-48,-3,26
-39,-11,47
-45,-7,42
-42,-10,46
-45,-7,47
-43,-4,43
-42,-5,55
-34,-2,53
-39,2,41
-35,-6,48
-31,-15,52
-32,-16,53
-31,-11,54
-29,-11,55
-51,-10,36
-49,-10,33
-60,-11,40
-60,-8,36
-69,-5,25
-70,-2,9
-50,-5,23
-73,-2,12
-62,-7,10
-33,-8,19
-66,-15,-9
-76,-24,-6
-39,-25,-6
-64,-26,-10
-71,-25,-10
-79,-12,-15
-128,17,-41
-86,10,-24
-54,-8,-1
-50,-16,0
-43,-18,7
-58,-17,5
-58,-22,7
-63,-24,8
-63,-24,13
-57,-21,19
-48,-17,19
-41,-14,20
-39,-12,27
-44,-14,30
-53,-16,14
-63,-16,13
-46,-16,31
-49,-21,34
-56,-30,37
-50,-35,25
-48,-46,27
-89,-58,57
-29,-32,45
-19,-29,40
-29,-36,36
-48,-43,31
-42,-40,22
-45,-45,20
-50,-42,17
-32,-45,27
-47,-51,21
-59,-56,14
-30,-53,31
-30,-53,25
-23,-59,24
-26,-58,23
-42,-56,11
-35,-52,13
-25,-43,12
-32,-45,-8
-22,-54,20
-38,-72,47
-33,-60,17
-24,-62,14
-21,-68,10
-19,-61,10
-19,-60,8
-20,-65,6
-25,-62,3
-13,-64,21
-20,-59,21
-26,-64,20
-27,-58,14
-18,-58,18
-24,-55,-2
-9,-52,4
-17,-58,11
-18,-63,5
-18,-64,5
-11,-69,10
-17,-62,9
-26,-61,10
-27,-58,6
-25,-55,1
-28,-59,7
-19,-61,5
-24,-61,3
-26,-62,1
-23,-62,5
-22,-64,21
-14,-64,28
-2,-62,35
-9,-61,26
-20,-61,22
-29,-56,17
-22,-56,14
-28,-56,10
-24,-56,17
-15,-55,14
-17,-59,11
-22,-62,3
-31,-67,4
-29,-65,11
-30,-61,7
-29,-65,10
-20,-64,14
-26,-62,7
-31,-67,15
-23,-61,20
-22,-53,17
-18,-54,22
-18,-53,22
-20,-52,22
-17,-52,25
-19,-48,25
-20,-49,27
-21,-51,28
-21,-52,25
-26,-59,25
-23,-73,28
-21,-67,20
-25,-64,18
-23,-58,17
-22,-54,15
-24,-52,9
-15,-49,12
-12,-48,11
-16,-56,11
-14,-59,13
-15,-58,6
-9,-60,7
-10,-59,7
-16,-65,2
-11,-62,2
-3,-59,6
1,-60,3
10,-61,2
-5,-61,-13
-15,-70,-16
25,-67,16
14,-70,12
4,-66,16
-25,-52,0
-34,-68,-13
34,-73,-2
10,-85,8
-5,-104,42
-18,-79,10
-16,-67,-4
-10,-66,2
-9,-66,1
15,-65,7
-7,-66,4
-2,-66,11
-2,-66,8
1,-67,4
-3,-65,9
-8,-66,4
-3,-63,7
-7,-66,6
-12,-62,-3
-14,-63,11
-9,-64,5
-20,-61,2
-22,-63,9
-17,-60,9
-27,-59,10
-26,-54,18
-27,-54,17
-32,-56,21
-35,-52,26
-39,-53,27
-50,-53,26
-48,-55,30
-43,-37,69
2,-10,46
-27,-9,13
-56,1,40
-49,-2,50
-46,-3,51
-72,6,29
-82,-6,27
-61,-19,38
-60,-18,36
-80,2,21
-89,11,22
-71,10,50
-18,18,65
-9,14,42
-4,4,43
