*** New Session***
03-11-2021 11:05:26
Product Name: Forerunner
236706765 : Rx: [00][FF][FF][FF][26][82][76][59]
236707000 : Rx fail
236707250 : Rx: [80][FF][FF][FF][26][82][76][59]
236707500 : Rx fail
236707750 : Rx: [80][FF][FF][FF][D8][84][77][59]
236708000 : Rx: [00][FF][FF][FF][8A][87][78][59]
236708234 : Rx: [00][FF][FF][FF][8A][87][78][59]
236708484 : Rx: [00][FF][FF][FF][8A][87][78][59]
236708734 : Rx: [00][FF][FF][FF][3C][8A][79][59]
236708984 : Rx fail
236709218 : Rx: [80][FF][FF][FF][3C][8A][79][59]
236709468 : Rx: [80][FF][FF][FF][EE][8C][7A][59]
236709718 : Rx: [80][FF][FF][FF][EE][8C][7A][59]
236709968 : Rx: [00][FF][FF][FF][A0][8F][7B][59]
236710203 : Rx: [00][FF][FF][FF][A0][8F][7B][59]
236710453 : Rx: [00][FF][FF][FF][A0][8F][7B][59]
236710703 : Rx: [00][FF][FF][FF][52][92][7C][59]
236710953 : Rx: [82][01][94][C8][52][92][7C][59]
236711187 : Rx: [82][01][94][C8][52][92][7C][59]
236711437 : Rx: [82][01][94][C8][04][95][7D][59]
236711687 : Rx: [82][01][94][C8][04][95][7D][59]
236711937 : Rx: [00][FF][FF][FF][04][95][7D][59]
236712171 : Rx fail
236712421 : Rx: [00][FF][FF][FF][B6][97][7E][59]
236712671 : Rx: [00][FF][FF][FF][68][9A][7F][59]
236712921 : Rx: [80][FF][FF][FF][68][9A][7F][59]
236713171 : Rx: [80][FF][FF][FF][68][9A][7F][59]
236713406 : Rx: [80][FF][FF][FF][1A][9D][80][59]
236713656 : Rx: [80][FF][FF][FF][1A][9D][80][59]
236713906 : Rx: [00][FF][FF][FF][1A][9D][80][5A]
236714156 : Rx: [00][FF][FF][FF][C4][9F][81][5A]
236714390 : Rx fail
236714640 : Rx: [00][FF][FF][FF][C4][9F][81][5A]
236714890 : Rx: [80][FF][FF][FF][6E][A2][82][5A]
236715140 : Rx fail
236715375 : Rx: [80][FF][FF][FF][18][A5][83][5A]
236715625 : Rx: [80][FF][FF][FF][18][A5][83][5A]
236715875 : Rx fail
236716125 : Rx: [00][FF][FF][FF][C2][A7][84][5A]
236716359 : Rx: [00][FF][FF][FF][C2][A7][84][5A]
236716609 : Rx: [00][FF][FF][FF][C2][A7][84][5A]
236716859 : Rx fail
236717109 : Rx fail
236717343 : Rx: [80][FF][FF][FF][16][AD][86][5A]
236717593 : Rx: [80][FF][FF][FF][16][AD][86][5A]
236717843 : Rx fail
236718093 : Rx fail
236718343 : Rx: [00][FF][FF][FF][C0][AF][87][5A]
236718578 : Rx: [00][FF][FF][FF][C0][AF][87][5A]
236718828 : Rx: [80][FF][FF][FF][6A][B2][88][5A]
236719078 : Rx fail
236719328 : Rx: [80][FF][FF][FF][6A][B2][88][5A]
236719562 : Rx: [80][FF][FF][FF][14][B5][89][5A]
236719812 : Rx: [00][FF][FF][FF][14][B5][89][5A]
236720062 : Rx: [00][FF][FF][FF][BE][B7][8A][5A]
236720312 : Rx: [00][FF][FF][FF][BE][B7][8A][5A]
236720546 : Rx: [00][FF][FF][FF][BE][B7][8A][5A]
236720796 : Rx: [80][FF][FF][FF][70][BA][8B][59]
236721046 : Rx: [80][FF][FF][FF][70][BA][8B][59]
236721296 : Rx: [80][FF][FF][FF][70][BA][8B][59]
236721531 : Rx: [80][FF][FF][FF][22][BD][8C][59]
236721781 : Rx: [00][FF][FF][FF][22][BD][8C][59]
236722031 : Rx: [00][FF][FF][FF][D4][BF][8D][59]
236722281 : Rx: [00][FF][FF][FF][D4][BF][8D][59]
236722515 : Rx: [00][FF][FF][FF][D4][BF][8D][59]
236722765 : Rx: [80][FF][FF][FF][86][C2][8E][59]
236723015 : Rx: [80][FF][FF][FF][86][C2][8E][59]
236723265 : Rx: [80][FF][FF][FF][86][C2][8E][59]
236723515 : Rx: [80][FF][FF][FF][38][C5][8F][59]
236723750 : Rx: [00][FF][FF][FF][38][C5][8F][59]
236724000 : Rx: [00][FF][FF][FF][38][C5][8F][59]
236724250 : Rx: [00][FF][FF][FF][EA][C7][90][59]
236724500 : Rx: [00][FF][FF][FF][EA][C7][90][59]
236724734 : Rx fail
236724984 : Rx: [80][FF][FF][FF][9C][CA][91][59]
236725234 : Rx: [80][FF][FF][FF][9C][CA][91][59]
236725484 : Rx: [80][FF][FF][FF][4E][CD][92][59]
236725718 : Rx: [00][FF][FF][FF][4E][CD][92][59]
236725968 : Rx: [00][FF][FF][FF][4E][CD][92][59]
236726218 : Rx: [00][FF][FF][FF][00][D0][93][59]
236726468 : Rx: [00][FF][FF][FF][00][D0][93][59]
236726703 : Rx: [80][FF][FF][FF][00][D0][93][59]
236726953 : Rx: [80][FF][FF][FF][B2][D2][94][59]
236727203 : Rx: [80][FF][FF][FF][B2][D2][94][59]
236727453 : Rx: [80][FF][FF][FF][64][D5][95][59]
236727687 : Rx: [03][FF][AE][FF][64][D5][95][59]
236727937 : Rx: [03][FF][AE][FF][64][D5][95][59]
236728187 : Rx: [03][FF][AE][FF][16][D8][96][59]
236728437 : Rx: [03][FF][AE][FF][16][D8][96][59]
236728687 : Rx fail
236728921 : Rx: [80][FF][FF][FF][C8][DA][97][59]
236729171 : Rx: [80][FF][FF][FF][C8][DA][97][59]
236729421 : Rx fail
236729671 : Rx: [00][FF][FF][FF][7A][DD][98][59]
236729906 : Rx: [00][FF][FF][FF][7A][DD][98][59]
236730156 : Rx: [00][FF][FF][FF][2C][E0][99][59]
236730406 : Rx: [00][FF][FF][FF][2C][E0][99][59]
236730656 : Rx: [80][FF][FF][FF][2C][E0][99][59]
236730890 : Rx: [80][FF][FF][FF][DE][E2][9A][59]
236731140 : Rx: [80][FF][FF][FF][DE][E2][9A][59]
236731390 : Rx fail
236731640 : Rx: [00][FF][FF][FF][90][E5][9B][59]
236731875 : Rx: [00][FF][FF][FF][90][E5][9B][59]
236732125 : Rx: [00][FF][FF][FF][42][E8][9C][59]
236732375 : Rx: [00][FF][FF][FF][42][E8][9C][59]
236732625 : Rx: [80][FF][FF][FF][42][E8][9C][59]
236732875 : Rx: [80][FF][FF][FF][F4][EA][9D][59]
236733109 : Rx: [80][FF][FF][FF][F4][EA][9D][59]
236733359 : Rx: [80][FF][FF][FF][F4][EA][9D][59]
236733609 : Rx: [00][FF][FF][FF][A6][ED][9E][59]
236733859 : Rx: [00][FF][FF][FF][A6][ED][9E][59]
236734093 : Rx: [00][FF][FF][FF][A6][ED][9E][59]
236734343 : Rx fail
236734593 : Rx fail
236734843 : Rx: [80][FF][FF][FF][0A][F3][A0][59]
236735078 : Rx: [80][FF][FF][FF][0A][F3][A0][59]
236735328 : Rx: [80][FF][FF][FF][0A][F3][A0][59]
236735578 : Rx: [00][FF][FF][FF][BC][F5][A1][59]
236735828 : Rx fail
236736062 : Rx fail
236736312 : Rx: [00][FF][FF][FF][6E][F8][A2][59]
236736562 : Rx: [80][FF][FF][FF][6E][F8][A2][59]
236736812 : Rx: [80][FF][FF][FF][6E][F8][A2][59]
236737046 : Rx fail
236737296 : Rx fail
236737546 : Rx: [00][FF][FF][FF][D2][FD][A4][59]
236737796 : Rx fail
236738031 : Rx fail
236738281 : Rx: [00][FF][FF][FF][7C][00][A5][5A]
236738531 : Rx fail
236738781 : Rx: [80][FF][FF][FF][7C][00][A5][5C]
236739031 : Rx: [80][FF][FF][FF][17][03][A6][5C]
236739265 : Rx: [80][FF][FF][FF][17][03][A6][5C]
236739515 : Rx: [00][FF][FF][FF][B2][05][A7][5C]
236739765 : Rx: [00][FF][FF][FF][B2][05][A7][5C]
236740015 : Rx: [00][FF][FF][FF][B2][05][A7][5C]
236740250 : Rx: [00][FF][FF][FF][4D][08][A8][5C]
236740500 : Rx: [80][FF][FF][FF][4D][08][A8][5C]
236740750 : Rx: [80][FF][FF][FF][4D][08][A8][5C]
236741000 : Rx: [80][FF][FF][FF][E8][0A][A9][5C]
236741234 : Rx: [80][FF][FF][FF][E8][0A][A9][5C]
236741484 : Rx: [00][FF][FF][FF][83][0D][AA][5C]
236741734 : Rx: [00][FF][FF][FF][83][0D][AA][5C]
236741984 : Rx: [00][FF][FF][FF][83][0D][AA][5C]
236742218 : Rx fail
236742468 : Rx: [80][FF][FF][FF][1E][10][AB][5C]
236742718 : Rx: [80][FF][FF][FF][1E][10][AB][5B]
236742968 : Rx: [80][FF][FF][FF][C1][12][AC][5B]
236743203 : Rx: [80][FF][FF][FF][C1][12][AC][5B]
236743453 : Rx: [00][FF][FF][FF][64][15][AD][5B]
236743703 : Rx: [00][FF][FF][FF][64][15][AD][5B]
236743953 : Rx: [00][FF][FF][FF][64][15][AD][5B]
236744203 : Rx: [00][FF][FF][FF][07][18][AE][5B]
236744437 : Rx: [89][FD][FF][FF][07][18][AE][5B]
236744687 : Rx: [89][FD][FF][FF][07][18][AE][5A]
236744937 : Rx: [89][FD][FF][FF][B1][1A][AF][5A]
236745187 : Rx: [89][FD][FF][FF][B1][1A][AF][5A]
236745421 : Rx: [00][FF][FF][FF][5B][1D][B0][5A]
236745671 : Rx: [00][FF][FF][FF][5B][1D][B0][5A]
236745921 : Rx: [00][FF][FF][FF][5B][1D][B0][5A]
236746171 : Rx: [00][FF][FF][FF][05][20][B1][5A]
236746406 : Rx: [80][FF][FF][FF][05][20][B1][5A]
236746656 : Rx: [80][FF][FF][FF][05][20][B1][5A]
236746906 : Rx: [80][FF][FF][FF][AF][22][B2][5A]
236747156 : Rx: [80][FF][FF][FF][AF][22][B2][5A]
236747390 : Rx: [00][FF][FF][FF][59][25][B3][5A]
236747640 : Rx: [00][FF][FF][FF][59][25][B3][5A]
236747890 : Rx: [00][FF][FF][FF][59][25][B3][5A]
236748140 : Rx: [00][FF][FF][FF][03][28][B4][5A]
236748375 : Rx: [80][FF][FF][FF][03][28][B4][5A]
236748625 : Rx: [80][FF][FF][FF][03][28][B4][5A]
236748875 : Rx: [80][FF][FF][FF][AD][2A][B5][5A]
236749125 : Rx: [80][FF][FF][FF][AD][2A][B5][5A]
236749375 : Rx: [00][FF][FF][FF][AD][2A][B5][5A]
236749609 : Rx: [00][FF][FF][FF][57][2D][B6][5A]
236749859 : Rx: [00][FF][FF][FF][57][2D][B6][5A]
236750109 : Rx: [00][FF][FF][FF][01][30][B7][5A]
236750359 : Rx: [80][FF][FF][FF][01][30][B7][5A]
236750593 : Rx: [80][FF][FF][FF][01][30][B7][5A]
236750843 : Rx: [80][FF][FF][FF][AB][32][B8][5A]
236751093 : Rx: [80][FF][FF][FF][AB][32][B8][5A]
236751343 : Rx: [00][FF][FF][FF][AB][32][B8][5A]
236751578 : Rx: [00][FF][FF][FF][55][35][B9][5A]
236751828 : Rx fail
236752078 : Rx: [00][FF][FF][FF][07][38][BA][59]
236752328 : Rx: [80][FF][FF][FF][07][38][BA][59]
236752562 : Rx: [80][FF][FF][FF][07][38][BA][59]
236752812 : Rx: [80][FF][FF][FF][C1][3A][BB][58]
236753062 : Rx: [80][FF][FF][FF][C1][3A][BB][58]
236753312 : Rx: [00][FF][FF][FF][C1][3A][BB][58]
236753546 : Rx: [00][FF][FF][FF][7B][3D][BC][58]
236753796 : Rx: [00][FF][FF][FF][7B][3D][BC][58]
236754046 : Rx: [00][FF][FF][FF][7B][3D][BC][58]
236754296 : Rx: [80][FF][FF][FF][35][40][BD][58]
236754531 : Rx fail
236754781 : Rx: [80][FF][FF][FF][35][40][BD][56]
236755031 : Rx: [80][FF][FF][FF][FF][42][BE][56]
236755281 : Rx fail
236755531 : Rx: [00][FF][FF][FF][C9][45][BF][56]
236755765 : Rx: [00][FF][FF][FF][C9][45][BF][55]
236756015 : Rx: [00][FF][FF][FF][C9][45][BF][55]
236756265 : Rx: [80][FF][FF][FF][9B][48][C0][55]
236756515 : Rx: [80][FF][FF][FF][9B][48][C0][55]
236756750 : Rx: [80][FF][FF][FF][9B][48][C0][54]
236757000 : Rx: [80][FF][FF][FF][76][4B][C1][54]
236757250 : Rx: [00][FF][FF][FF][76][4B][C1][54]
236757500 : Rx: [00][FF][FF][FF][76][4B][C1][54]
236757734 : Rx: [00][FF][FF][FF][51][4E][C2][54]
236757984 : Rx: [00][FF][FF][FF][51][4E][C2][54]
236758234 : Rx fail
236758484 : Rx fail
236758718 : Rx: [80][FF][FF][FF][2C][51][C3][54]
236758968 : Rx: [80][FF][FF][FF][2C][51][C3][54]
236759218 : Rx: [00][FF][FF][FF][07][54][C4][54]
236759468 : Rx: [00][FF][FF][FF][07][54][C4][54]
236759703 : Rx: [00][FF][FF][FF][07][54][C4][54]
236759953 : Rx: [00][FF][FF][FF][D9][56][C5][55]
236760203 : Rx: [80][FF][FF][FF][D9][56][C5][55]
236760453 : Rx: [80][FF][FF][FF][D9][56][C5][55]
236760703 : Rx: [80][FF][FF][FF][AB][59][C6][55]
236760937 : Rx: [80][FF][FF][FF][AB][59][C6][55]
236761187 : Rx: [02][01][94][C8][7D][5C][C7][55]
236761437 : Rx: [02][01][94][C8][7D][5C][C7][55]
236761687 : Rx: [02][01][94][C8][7D][5C][C7][55]
236761921 : Rx: [02][01][94][C8][4F][5F][C8][55]
236762171 : Rx: [80][FF][FF][FF][4F][5F][C8][55]
236762421 : Rx: [80][FF][FF][FF][4F][5F][C8][55]
236762671 : Rx: [80][FF][FF][FF][21][62][C9][55]
236762906 : Rx: [80][FF][FF][FF][21][62][C9][55]
236763156 : Rx: [00][FF][FF][FF][21][62][C9][55]
236763406 : Rx: [00][FF][FF][FF][F3][64][CA][55]
236763656 : Rx: [00][FF][FF][FF][F3][64][CA][55]
236763890 : Rx: [00][FF][FF][FF][F3][64][CA][55]
236764140 : Rx: [80][FF][FF][FF][C5][67][CB][55]
236764390 : Rx: [80][FF][FF][FF][C5][67][CB][55]
236764640 : Rx: [80][FF][FF][FF][C5][67][CB][55]
236764875 : Rx: [80][FF][FF][FF][8F][6A][CC][56]
236765125 : Rx: [00][FF][FF][FF][8F][6A][CC][56]
236765375 : Rx: [00][FF][FF][FF][8F][6A][CC][56]
236765625 : Rx: [00][FF][FF][FF][59][6D][CD][56]
236765875 : Rx: [00][FF][FF][FF][59][6D][CD][56]
236766109 : Rx: [80][FF][FF][FF][23][70][CE][56]
236766359 : Rx: [80][FF][FF][FF][23][70][CE][56]
236766609 : Rx: [80][FF][FF][FF][23][70][CE][56]
236766859 : Rx: [80][FF][FF][FF][ED][72][CF][56]
236767093 : Rx: [00][FF][FF][FF][ED][72][CF][56]
236767343 : Rx: [00][FF][FF][FF][ED][72][CF][56]
236767593 : Rx: [00][FF][FF][FF][B7][75][D0][56]
236767843 : Rx: [00][FF][FF][FF][B7][75][D0][57]
236768078 : Rx: [80][FF][FF][FF][B7][75][D0][57]
236768328 : Rx: [80][FF][FF][FF][79][78][D1][57]
236768578 : Rx: [80][FF][FF][FF][79][78][D1][57]
236768828 : Rx: [80][FF][FF][FF][79][78][D1][57]
236769062 : Rx: [00][FF][FF][FF][3B][7B][D2][57]
236769312 : Rx: [00][FF][FF][FF][3B][7B][D2][57]
236769562 : Rx: [00][FF][FF][FF][FD][7D][D3][57]
236769812 : Rx: [00][FF][FF][FF][FD][7D][D3][56]
236770062 : Rx: [80][FF][FF][FF][FD][7D][D3][56]
236770296 : Rx: [80][FF][FF][FF][C7][80][D4][56]
236770546 : Rx fail
236770796 : Rx: [80][FF][FF][FF][C7][80][D4][57]
236771046 : Rx: [00][FF][FF][FF][89][83][D5][57]
236771281 : Rx: [00][FF][FF][FF][89][83][D5][57]
236771531 : Rx: [00][FF][FF][FF][89][83][D5][57]
236771781 : Rx: [00][FF][FF][FF][4B][86][D6][57]
236772031 : Rx: [80][FF][FF][FF][4B][86][D6][57]
236772265 : Rx fail
236772515 : Rx: [80][FF][FF][FF][0D][89][D7][57]
236772765 : Rx: [80][FF][FF][FF][0D][89][D7][57]
236773015 : Rx: [00][FF][FF][FF][CF][8B][D8][57]
236773250 : Rx: [00][FF][FF][FF][CF][8B][D8][57]
236773500 : Rx: [00][FF][FF][FF][CF][8B][D8][57]
236773750 : Rx: [00][FF][FF][FF][91][8E][D9][57]
236774000 : Rx: [80][FF][FF][FF][91][8E][D9][57]
236774234 : Rx: [80][FF][FF][FF][91][8E][D9][57]
236774484 : Rx fail
236774734 : Rx fail
236774984 : Rx: [00][FF][FF][FF][53][91][DA][57]
236775218 : Rx fail
236775468 : Rx: [00][FF][FF][FF][15][94][DB][57]
236775718 : Rx: [00][FF][FF][FF][15][94][DB][57]
236775968 : Rx fail
236776218 : Rx: [80][FF][FF][FF][CF][96][DC][58]
236776453 : Rx fail
236776703 : Rx: [80][FF][FF][FF][89][99][DD][59]
236776953 : Rx fail
236777203 : Rx: [00][FF][FF][FF][3B][9C][DE][59]
236777437 : Rx: [00][FF][FF][FF][3B][9C][DE][59]
236777687 : Rx fail
236777937 : Rx fail
236778187 : Rx: [83][FF][AE][FF][F5][9E][DF][58]
236778421 : Rx: [83][FF][AE][FF][F5][9E][DF][58]
236778671 : Rx: [83][FF][AE][FF][AF][A1][E0][58]
236778921 : Rx fail
236779171 : Rx: [00][FF][FF][FF][69][A4][E1][58]
236779406 : Rx: [00][FF][FF][FF][69][A4][E1][58]
236779656 : Rx: [00][FF][FF][FF][69][A4][E1][58]
236779906 : Rx: [80][FF][FF][FF][2B][A7][E2][57]
236780156 : Rx: [80][FF][FF][FF][2B][A7][E2][57]
236780406 : Rx: [80][FF][FF][FF][2B][A7][E2][57]
236780640 : Rx: [80][FF][FF][FF][ED][A9][E3][57]
236780890 : Rx: [00][FF][FF][FF][ED][A9][E3][57]
236781140 : Rx: [00][FF][FF][FF][ED][A9][E3][57]
236781390 : Rx: [00][FF][FF][FF][AF][AC][E4][57]
236781625 : Rx: [00][FF][FF][FF][AF][AC][E4][57]
236781875 : Rx: [80][FF][FF][FF][AF][AC][E4][57]
236782125 : Rx: [80][FF][FF][FF][71][AF][E5][57]
236782375 : Rx: [80][FF][FF][FF][71][AF][E5][57]
236782609 : Rx: [80][FF][FF][FF][33][B2][E6][57]
236782859 : Rx: [00][FF][FF][FF][33][B2][E6][57]
236783109 : Rx: [00][FF][FF][FF][33][B2][E6][57]
236783359 : Rx: [00][FF][FF][FF][F5][B4][E7][57]
236783593 : Rx: [00][FF][FF][FF][F5][B4][E7][57]
236783843 : Rx: [80][FF][FF][FF][F5][B4][E7][57]
236784093 : Rx fail
236784343 : Rx: [80][FF][FF][FF][B7][B7][E8][57]
236784578 : Rx: [80][FF][FF][FF][B7][B7][E8][57]
236784828 : Rx: [00][FF][FF][FF][81][BA][E9][56]
236785078 : Rx: [00][FF][FF][FF][81][BA][E9][56]
236785328 : Rx: [00][FF][FF][FF][81][BA][E9][56]
236785562 : Rx: [00][FF][FF][FF][4B][BD][EA][56]
236785812 : Rx: [80][FF][FF][FF][4B][BD][EA][57]
236786062 : Rx: [80][FF][FF][FF][0D][C0][EB][57]
236786312 : Rx: [80][FF][FF][FF][0D][C0][EB][57]
236786562 : Rx: [80][FF][FF][FF][0D][C0][EB][57]
236786796 : Rx: [00][FF][FF][FF][C7][C2][EC][58]
236787046 : Rx: [00][FF][FF][FF][C7][C2][EC][58]
236787296 : Rx: [00][FF][FF][FF][C7][C2][EC][58]
236787546 : Rx: [00][FF][FF][FF][81][C5][ED][58]
236787781 : Rx: [80][FF][FF][FF][81][C5][ED][59]
236788031 : Rx: [80][FF][FF][FF][81][C5][ED][59]
236788281 : Rx: [80][FF][FF][FF][33][C8][EE][59]
236788531 : Rx: [80][FF][FF][FF][33][C8][EE][59]
236788765 : Rx: [00][FF][FF][FF][D6][CA][EF][5B]
236789015 : Rx: [00][FF][FF][FF][D6][CA][EF][5B]
236789265 : Rx: [00][FF][FF][FF][D6][CA][EF][5B]
236789515 : Rx: [00][FF][FF][FF][79][CD][F0][5B]
236789750 : Rx: [80][FF][FF][FF][79][CD][F0][5C]
236790000 : Rx: [80][FF][FF][FF][79][CD][F0][5C]
236790250 : Rx: [80][FF][FF][FF][14][D0][F1][5C]
236790500 : Rx: [80][FF][FF][FF][14][D0][F1][5C]
236790734 : Rx: [00][FF][FF][FF][AF][D2][F2][5C]
236790984 : Rx: [00][FF][FF][FF][AF][D2][F2][5C]
236791234 : Rx: [00][FF][FF][FF][AF][D2][F2][5C]
236791484 : Rx: [00][FF][FF][FF][4A][D5][F3][5C]
236791734 : Rx: [80][FF][FF][FF][4A][D5][F3][5A]
236791968 : Rx: [80][FF][FF][FF][4A][D5][F3][5A]
236792218 : Rx: [80][FF][FF][FF][F4][D7][F4][5A]
236792468 : Rx: [80][FF][FF][FF][F4][D7][F4][5A]
236792718 : Rx: [00][FF][FF][FF][A6][DA][F5][59]
236792953 : Rx: [00][FF][FF][FF][A6][DA][F5][59]
236793203 : Rx: [00][FF][FF][FF][A6][DA][F5][59]
236793453 : Rx: [00][FF][FF][FF][58][DD][F6][59]
236793703 : Rx: [80][FF][FF][FF][58][DD][F6][59]
236793937 : Rx: [80][FF][FF][FF][58][DD][F6][59]
236794187 : Rx: [80][FF][FF][FF][0A][E0][F7][59]
236794437 : Rx: [80][FF][FF][FF][0A][E0][F7][59]
236794687 : Rx fail
236794921 : Rx: [09][FD][FF][FF][BC][E2][F8][59]
236795171 : Rx: [09][FD][FF][FF][BC][E2][F8][59]
236795421 : Rx: [09][FD][FF][FF][6E][E5][F9][59]
236795671 : Rx: [80][FF][FF][FF][6E][E5][F9][59]
236795906 : Rx fail
236796156 : Rx: [80][FF][FF][FF][20][E8][FA][59]
236796406 : Rx fail
236796656 : Rx: [00][FF][FF][FF][20][E8][FA][59]
236796906 : Rx fail
236797140 : Rx fail
236797390 : Rx: [00][FF][FF][FF][D2][EA][FB][59]
236797640 : Rx: [80][FF][FF][FF][84][ED][FC][59]
236797890 : Rx fail
236798125 : Rx: [80][FF][FF][FF][36][F0][FD][59]
236798375 : Rx fail
236798625 : Rx fail
236798875 : Rx: [00][FF][FF][FF][E8][F2][FE][59]
236799109 : Rx: [00][FF][FF][FF][E8][F2][FE][59]
236799359 : Rx: [00][FF][FF][FF][E8][F2][FE][59]
236799609 : Rx: [80][FF][FF][FF][9A][F5][FF][59]
236799859 : Rx: [80][FF][FF][FF][9A][F5][FF][5A]
236800093 : Rx: [80][FF][FF][FF][9A][F5][FF][5A]
236800343 : Rx: [80][FF][FF][FF][44][F8][00][5A]
236800593 : Rx: [00][FF][FF][FF][44][F8][00][5A]
236800843 : Rx: [00][FF][FF][FF][EE][FA][01][5A]
236801078 : Rx: [00][FF][FF][FF][EE][FA][01][5A]
236801328 : Rx: [00][FF][FF][FF][EE][FA][01][5A]
236801578 : Rx: [80][FF][FF][FF][98][FD][02][5A]
236801828 : Rx: [80][FF][FF][FF][98][FD][02][5A]
236802078 : Rx: [80][FF][FF][FF][98][FD][02][5A]
236802312 : Rx: [80][FF][FF][FF][42][00][03][5A]
236802562 : Rx: [00][FF][FF][FF][42][00][03][5A]
236802812 : Rx: [00][FF][FF][FF][EC][02][04][5A]
236803062 : Rx fail
236803296 : Rx: [00][FF][FF][FF][EC][02][04][5A]
236803546 : Rx: [80][FF][FF][FF][96][05][05][5A]
236803796 : Rx: [80][FF][FF][FF][96][05][05][5A]
236804046 : Rx: [80][FF][FF][FF][96][05][05][5A]
236804281 : Rx: [80][FF][FF][FF][40][08][06][5A]
236804531 : Rx: [00][FF][FF][FF][40][08][06][5A]
236804781 : Rx: [00][FF][FF][FF][EA][0A][07][5A]
236805031 : Rx: [00][FF][FF][FF][EA][0A][07][5A]
236805265 : Rx: [00][FF][FF][FF][EA][0A][07][5A]
236805515 : Rx: [80][FF][FF][FF][94][0D][08][5A]
236805765 : Rx: [80][FF][FF][FF][94][0D][08][5A]
236806015 : Rx: [80][FF][FF][FF][94][0D][08][5A]
236806250 : Rx: [80][FF][FF][FF][3E][10][09][5A]
236806500 : Rx: [00][FF][FF][FF][3E][10][09][5A]
236806750 : Rx: [00][FF][FF][FF][3E][10][09][5A]
236807000 : Rx: [00][FF][FF][FF][E8][12][0A][5A]
236807250 : Rx: [00][FF][FF][FF][E8][12][0A][5A]
236807484 : Rx: [80][FF][FF][FF][92][15][0B][5A]
236807734 : Rx: [80][FF][FF][FF][92][15][0B][5A]
236807984 : Rx: [80][FF][FF][FF][92][15][0B][5A]
236808234 : Rx: [80][FF][FF][FF][3C][18][0C][5A]
236808468 : Rx: [00][FF][FF][FF][3C][18][0C][5A]
236808718 : Rx: [00][FF][FF][FF][3C][18][0C][5A]
236808968 : Rx: [00][FF][FF][FF][E6][1A][0D][5A]
236809218 : Rx: [00][FF][FF][FF][E6][1A][0D][5A]
236809453 : Rx: [80][FF][FF][FF][90][1D][0E][5A]
236809703 : Rx: [80][FF][FF][FF][90][1D][0E][5A]
236809953 : Rx: [80][FF][FF][FF][90][1D][0E][5A]
236810203 : Rx: [80][FF][FF][FF][3A][20][0F][5A]
236810437 : Rx: [00][FF][FF][FF][3A][20][0F][5A]
236810687 : Rx: [00][FF][FF][FF][3A][20][0F][5A]
236810937 : Rx: [00][FF][FF][FF][E4][22][10][5A]
236811187 : Rx: [00][FF][FF][FF][E4][22][10][5A]
236811421 : Rx: [82][01][94][C8][E4][22][10][5A]
236811671 : Rx: [82][01][94][C8][8E][25][11][5A]
236811921 : Rx: [82][01][94][C8][8E][25][11][59]
236812171 : Rx fail
236812421 : Rx: [00][FF][FF][FF][40][28][12][59]
236812656 : Rx: [00][FF][FF][FF][40][28][12][59]
236812906 : Rx: [00][FF][FF][FF][F2][2A][13][59]
236813156 : Rx: [00][FF][FF][FF][F2][2A][13][59]
236813406 : Rx: [80][FF][FF][FF][F2][2A][13][59]
236813640 : Rx: [80][FF][FF][FF][A4][2D][14][59]
236813890 : Rx: [80][FF][FF][FF][A4][2D][14][59]
236814140 : Rx: [80][FF][FF][FF][56][30][15][59]
236814390 : Rx: [00][FF][FF][FF][56][30][15][59]
236814625 : Rx: [00][FF][FF][FF][56][30][15][59]
236814875 : Rx fail
236815125 : Rx fail
236815375 : Rx: [80][FF][FF][FF][08][33][16][59]
236815609 : Rx: [80][FF][FF][FF][BA][35][17][59]
236815859 : Rx fail
236816109 : Rx: [80][FF][FF][FF][BA][35][17][59]
236816359 : Rx: [00][FF][FF][FF][6C][38][18][59]
236816593 : Rx: [00][FF][FF][FF][6C][38][18][59]
236816843 : Rx fail
236817093 : Rx fail
236817343 : Rx: [80][FF][FF][FF][1E][3B][19][59]
236817593 : Rx: [80][FF][FF][FF][D0][3D][1A][59]
236817828 : Rx: [80][FF][FF][FF][D0][3D][1A][59]
236818078 : Rx fail
236818328 : Rx: [00][FF][FF][FF][82][40][1B][59]
236818578 : Rx: [00][FF][FF][FF][82][40][1B][59]
236818812 : Rx: [00][FF][FF][FF][82][40][1B][59]
236819062 : Rx: [00][FF][FF][FF][34][43][1C][59]
236819312 : Rx: [80][FF][FF][FF][34][43][1C][59]
236819562 : Rx: [80][FF][FF][FF][E6][45][1D][59]
236819796 : Rx: [80][FF][FF][FF][E6][45][1D][59]
236820046 : Rx: [80][FF][FF][FF][E6][45][1D][59]
236820296 : Rx: [00][FF][FF][FF][98][48][1E][59]
236820546 : Rx: [00][FF][FF][FF][98][48][1E][59]
236820781 : Rx: [00][FF][FF][FF][98][48][1E][59]
236821031 : Rx: [00][FF][FF][FF][4A][4B][1F][59]
236821281 : Rx: [80][FF][FF][FF][4A][4B][1F][59]
236821531 : Rx: [80][FF][FF][FF][4A][4B][1F][59]
236821765 : Rx: [80][FF][FF][FF][FC][4D][20][59]
236822015 : Rx: [80][FF][FF][FF][FC][4D][20][59]
236822265 : Rx: [00][FF][FF][FF][AE][50][21][59]
236822515 : Rx: [00][FF][FF][FF][AE][50][21][59]
236822765 : Rx: [00][FF][FF][FF][AE][50][21][59]
