1635779307.000000, IBI
28.765625,1.125000
30.031250,1.265625
31.312500,1.281250
32.531250,1.218750
44.765625,1.140625
45.812500,1.046875
46.781250,0.968750
47.890625,1.109375
49.250000,1.359375
50.640625,1.390625
51.875000,1.234375
53.125000,1.250000
63.234375,1.156250
64.375000,1.140625
65.531250,1.156250
66.625000,1.093750
67.765625,1.140625
69.015625,1.250000
70.093750,1.078125
71.250000,1.156250
72.578125,1.328125
73.828125,1.250000
74.968750,1.140625
76.250000,1.281250
77.546875,1.296875
78.640625,1.093750
79.781250,1.140625
81.109375,1.328125
82.390625,1.281250
83.687500,1.296875
89.453125,1.125000
90.500000,1.046875
91.625000,1.125000
92.921875,1.296875
94.156250,1.234375
95.265625,1.109375
96.421875,1.156250
97.656250,1.234375
98.890625,1.234375
100.031250,1.140625
101.265625,1.234375
102.515625,1.250000
143.828125,1.187500
145.125000,1.296875
146.406250,1.281250
147.593750,1.187500
148.671875,1.078125
149.875000,1.203125
150.953125,1.078125
152.296875,1.343750
153.609375,1.312500
154.906250,1.296875
156.078125,1.171875
157.156250,1.078125
158.312500,1.156250
159.609375,1.296875
160.921875,1.312500
162.140625,1.218750
163.296875,1.156250
164.468750,1.171875
165.718750,1.250000
181.406250,1.281250
182.703125,1.296875
183.859375,1.156250
185.000000,1.140625
186.015625,1.015625
187.046875,1.031250
188.015625,0.968750
188.906250,0.890625
189.890625,0.984375
191.109375,1.218750
192.437500,1.328125
193.703125,1.265625
194.875000,1.171875
195.937500,1.062500
197.078125,1.140625
230.171875,1.328125
231.515625,1.343750
232.765625,1.250000
233.968750,1.203125
235.093750,1.125000
236.265625,1.171875
237.562500,1.296875
238.875000,1.312500
240.031250,1.156250
241.125000,1.093750
242.375000,1.250000
243.703125,1.328125
245.000000,1.296875
246.156250,1.156250
247.312500,1.156250
248.578125,1.265625
249.875000,1.296875
251.156250,1.281250
252.296875,1.140625
253.437500,1.140625
254.718750,1.281250
256.015625,1.296875
257.281250,1.265625
258.421875,1.140625
259.609375,1.187500
260.921875,1.312500
262.218750,1.296875
263.453125,1.234375
264.609375,1.156250
265.843750,1.234375
267.125000,1.281250
268.406250,1.281250
269.671875,1.265625
270.843750,1.171875
271.890625,1.046875
272.953125,1.062500
274.015625,1.062500
275.093750,1.078125
276.140625,1.046875
277.125000,0.984375
277.984375,0.859375
278.812500,0.828125
279.687500,0.875000
280.593750,0.906250
281.515625,0.921875
282.593750,1.078125
288.375000,1.078125
289.609375,1.234375
290.875000,1.265625
292.062500,1.187500
293.156250,1.093750
294.281250,1.125000
295.531250,1.250000
296.765625,1.234375
297.984375,1.218750
299.187500,1.203125
300.375000,1.187500
301.562500,1.187500
302.750000,1.187500
303.937500,1.187500
305.140625,1.203125
306.343750,1.203125
307.484375,1.140625
308.531250,1.046875
309.703125,1.171875
311.093750,1.390625
312.421875,1.328125
313.640625,1.218750
314.687500,1.046875
315.843750,1.156250
317.234375,1.390625
318.578125,1.343750
319.734375,1.156250
320.734375,1.000000
321.609375,0.875000
322.609375,1.000000
329.203125,1.218750
330.359375,1.156250
331.375000,1.015625
332.312500,0.937500
333.171875,0.859375
334.031250,0.859375
334.890625,0.859375
340.906250,1.093750
342.109375,1.203125
343.375000,1.265625
344.640625,1.265625
345.875000,1.234375
347.109375,1.234375
348.343750,1.234375
349.578125,1.234375
350.796875,1.218750
352.031250,1.234375
353.265625,1.234375
354.437500,1.171875
355.531250,1.093750
356.750000,1.218750
358.156250,1.406250
359.515625,1.359375
360.734375,1.218750
361.765625,1.031250
362.984375,1.218750
364.375000,1.390625
365.609375,1.234375
366.640625,1.031250
367.703125,1.062500
369.046875,1.343750
370.406250,1.359375
371.734375,1.328125
372.984375,1.250000
374.140625,1.156250
375.390625,1.250000
376.703125,1.312500
378.015625,1.312500
379.296875,1.281250
380.546875,1.250000
381.765625,1.218750
382.968750,1.203125
384.156250,1.187500
385.375000,1.218750
386.640625,1.265625
387.875000,1.234375
404.078125,1.125000
405.265625,1.187500
406.515625,1.250000
407.765625,1.250000
408.984375,1.218750
410.093750,1.109375
411.234375,1.140625
412.531250,1.296875
413.859375,1.328125
415.140625,1.281250
416.328125,1.187500
417.281250,0.953125
418.531250,1.250000
454.671875,0.828125
455.468750,0.796875
456.218750,0.750000
456.968750,0.750000
457.734375,0.765625
458.515625,0.781250
459.359375,0.843750
460.281250,0.921875
468.203125,1.000000
469.234375,1.031250
470.390625,1.156250
471.656250,1.265625
