timestamp,hr,fixed
11:19:20.565807,80.0,0
11:19:21.186358,80.0,0
11:19:21.759935,81.0,0
11:19:22.353755,81.0,0
11:19:22.764206,81.0,0
11:19:23.362547,80.0,0
11:19:23.955804,80.0,0
11:19:24.370637,80.0,0
11:19:24.961746,80.0,0
11:19:25.557700,80.0,0
11:19:25.969867,80.0,0
11:19:26.566452,80.0,0
11:19:27.157689,80.0,0
11:19:27.757006,80.0,0
11:19:28.175653,80.0,0
11:19:28.762035,81.0,0
11:19:29.357814,81.0,0
11:19:29.769407,81.0,0
11:19:30.363686,81.0,0
11:19:30.962338,81.0,0
11:19:31.373720,81.0,0
11:19:31.969618,81.0,0
11:19:32.558412,81.0,0
11:19:33.155859,81.0,0
11:19:33.565818,80.0,0
11:19:34.169718,80.0,0
11:19:34.758467,79.0,0
11:19:35.175753,79.0,0
11:19:35.768385,79.0,0
11:19:36.364050,79.0,0
11:19:36.770249,80.0,0
11:19:37.369779,80.0,0
11:19:37.960546,80.0,0
11:19:38.556682,80.0,0
11:19:38.970297,80.0,0
11:19:39.564668,80.0,0
11:19:40.158758,80.0,0
11:19:40.573885,80.0,0
11:19:41.165817,81.0,0
11:19:41.761357,81.0,0
11:19:42.175830,81.0,0
11:19:42.767904,81.0,0
11:19:43.362050,81.0,0
11:19:43.957455,81.0,0
11:19:44.372196,82.0,0
11:19:44.965590,82.0,0
11:19:45.558154,82.0,0
11:19:45.973926,82.0,0
11:19:46.565926,83.0,0
11:19:47.161702,83.0,0
11:19:47.574177,84.0,0
11:19:48.172564,84.0,0
11:19:48.763134,85.0,0
11:19:49.360882,85.0,0
11:19:49.768997,86.0,0
11:19:50.367105,86.0,0
11:19:50.958439,87.0,0
11:19:51.375279,87.0,0
11:19:51.972969,87.0,0
11:19:52.564091,87.0,0
11:19:52.976660,88.0,0
11:19:53.575060,88.0,0
11:19:54.162671,88.0,0
11:19:54.760697,88.0,0
11:19:55.173400,88.0,0
11:19:55.774306,88.0,0
11:19:56.361685,88.0,0
11:19:56.774703,88.0,0
11:19:57.368045,88.0,0
11:19:57.965603,87.0,0
11:19:58.374091,87.0,0
11:19:58.970248,87.0,0
11:19:59.566695,87.0,0
11:20:00.160770,87.0,0
11:20:00.575703,87.0,0
11:20:01.170848,87.0,0
11:20:01.761556,87.0,0
11:20:02.178418,87.0,0
11:20:02.766704,88.0,0
11:20:03.366138,87.0,0
11:20:03.774726,87.0,0
11:20:04.374247,87.0,0
11:20:04.966571,87.0,0
11:20:05.561628,87.0,0
11:20:05.976764,87.0,0
11:20:06.572411,87.0,0
11:20:07.161909,87.0,0
11:20:07.577845,87.0,0
11:20:08.173376,87.0,0
11:20:08.970029,87.0,0
11:20:09.383635,87.0,0
11:20:09.793779,88.0,0
11:20:10.567910,88.0,0
11:20:10.984239,88.0,0
11:20:11.399789,89.0,0
11:20:12.172892,89.0,0
11:20:12.588493,89.0,0
11:20:13.001494,90.0,0
11:20:13.771387,90.0,0
11:20:14.188788,90.0,0
11:20:14.599514,91.0,0
11:20:15.380561,91.0,0
11:20:15.763651,90.0,0
11:20:16.187282,90.0,0
11:20:16.773239,90.0,0
11:20:17.367606,90.0,0
11:20:17.780604,89.0,0
11:20:18.375475,89.0,0
11:20:18.969274,89.0,0
11:20:19.564380,89.0,0
11:20:19.977020,89.0,0
11:20:20.572708,88.0,0
11:20:21.164449,88.0,0
11:20:21.583714,87.0,0
11:20:22.177494,87.0,0
11:20:22.768636,86.0,0
11:20:23.184569,86.0,0
11:20:23.777023,86.0,0
11:20:24.368761,85.0,0
11:20:24.968126,85.0,0
11:20:25.376610,85.0,0
11:20:25.977370,84.0,0
11:20:26.565509,84.0,0
11:20:26.981174,83.0,0
11:20:27.573845,83.0,0
11:20:28.176559,83.0,0
11:20:28.584391,83.0,0
11:20:29.182864,83.0,0
11:20:29.769954,83.0,0
11:20:30.367950,83.0,0
11:20:30.780560,83.0,0
11:20:31.372559,83.0,0
11:20:31.968677,84.0,0
11:20:32.380207,84.0,0
11:20:32.974239,85.0,0
11:20:33.571009,85.0,0
11:20:33.992029,86.0,0
11:20:34.577104,86.0,0
11:20:35.174705,87.0,0
11:20:35.767842,87.0,0
11:20:36.186870,88.0,0
11:20:36.774823,88.0,0
11:20:37.371248,88.0,0
11:20:37.781344,88.0,0
11:20:38.376396,88.0,0
11:20:38.973488,87.0,0
11:20:39.382704,87.0,0
11:20:39.985368,87.0,0
11:20:40.572683,87.0,0
11:20:41.168015,87.0,0
11:20:41.582083,87.0,0
11:20:42.180363,87.0,0
11:20:42.767694,87.0,0
11:20:43.187997,88.0,0
11:20:43.776116,88.0,0
11:20:44.372154,88.0,0
11:20:44.785639,88.0,0
11:20:45.382048,88.0,0
11:20:45.974193,88.0,0
11:20:46.568121,87.0,0
11:20:46.981702,87.0,0
11:20:47.577080,86.0,0
11:20:48.169190,86.0,0
11:20:48.585623,85.0,0
11:20:49.179816,85.0,0
11:20:49.773351,85.0,0
11:20:50.189933,84.0,0
11:20:50.783250,84.0,0
11:20:51.378056,84.0,0
11:20:51.972259,84.0,0
11:20:52.381219,84.0,0
11:20:52.980940,84.0,0
11:20:53.572639,84.0,0
11:20:53.987872,84.0,0
11:20:54.579865,84.0,0
11:20:55.176182,84.0,0
11:20:55.586220,84.0,0
11:20:56.187080,84.0,0
11:20:56.773809,84.0,0
11:20:57.372157,83.0,0
11:20:57.783293,83.0,0
11:20:58.380132,83.0,0
11:20:58.973240,82.0,0
11:20:59.386518,82.0,0
11:20:59.977964,83.0,0
11:21:00.577308,83.0,0
11:21:00.994552,84.0,0
11:21:01.591620,84.0,0
11:21:02.179636,85.0,0
11:21:02.771484,86.0,0
11:21:03.197640,86.0,0
11:21:03.781531,87.0,0
11:21:04.377763,87.0,0
11:21:04.796531,88.0,0
11:21:05.387219,88.0,0
11:21:05.983656,88.0,0
11:21:06.397972,88.0,0
11:21:07.006096,88.0,0
11:21:07.577626,88.0,0
11:21:08.183429,88.0,0
11:21:08.602837,88.0,0
11:21:09.192698,87.0,0
11:21:09.773772,87.0,0
11:21:10.197242,87.0,0
11:21:10.984437,87.0,0
11:21:11.398694,88.0,0
11:21:11.992464,88.0,0
11:21:12.405287,88.0,0
11:21:12.999957,88.0,0
11:21:13.411163,88.0,0
11:21:14.186127,88.0,0
11:21:14.603652,89.0,0
11:21:15.011042,89.0,0
11:21:15.791048,89.0,0
11:21:16.213949,90.0,0
11:21:16.980319,90.0,0
11:21:17.399489,90.0,0
11:21:17.809714,90.0,0
11:21:18.643416,91.0,0
11:21:19.026396,91.0,0
11:21:19.431428,91.0,0
11:21:19.977375,91.0,0
11:21:20.601928,91.0,0
11:21:20.984885,91.0,0
11:21:21.615771,91.0,0
11:21:22.173680,91.0,0
11:21:22.588410,91.0,0
11:21:23.181983,91.0,0
11:21:23.775471,91.0,0
11:21:24.190087,91.0,0
11:21:24.781797,91.0,0
11:21:25.376493,90.0,0
11:21:25.808330,90.0,0
11:21:26.385874,90.0,0
11:21:26.979122,89.0,0
11:21:27.573609,89.0,0
11:21:27.990185,88.0,0
11:21:28.583735,88.0,0
11:21:29.175203,88.0,0
11:21:29.589926,88.0,0
11:21:30.190936,88.0,0
11:21:30.784481,88.0,0
11:21:31.189254,89.0,0
11:21:31.786855,90.0,0
11:21:32.379960,90.0,0
11:21:32.976858,91.0,0
11:21:33.388835,92.0,0
11:21:33.981045,92.0,0
11:21:34.574539,93.0,0
11:21:34.989044,93.0,0
11:21:35.582140,93.0,0
11:21:36.187715,93.0,0
11:21:36.593193,92.0,0
11:21:37.186161,92.0,0
11:21:37.777437,92.0,0
11:21:38.376975,91.0,0
11:21:38.786248,91.0,0
11:21:39.390926,91.0,0
11:21:39.976701,91.0,0
11:21:40.391878,91.0,0
11:21:40.983883,91.0,0
11:21:41.579367,91.0,0
11:21:41.988604,91.0,0
11:21:42.586263,91.0,0
11:21:43.178289,92.0,0
11:21:43.775746,92.0,0
11:21:44.186098,92.0,0
11:21:44.783484,92.0,0
11:21:45.376414,91.0,0
11:21:45.795412,91.0,0
11:21:46.386194,91.0,0
11:21:46.979369,91.0,0
11:21:47.389184,90.0,0
11:21:47.987275,90.0,0
11:21:48.580371,90.0,0
11:21:49.175836,90.0,0
11:21:49.591335,90.0,0
11:21:50.185399,90.0,0
11:21:50.776755,90.0,0
11:21:51.193100,91.0,0
11:21:51.786606,91.0,0
11:21:52.380554,91.0,0
