timestamp,hr,fixed
16:12:19.663310,60.0,0
16:12:20.078280,60.0,0
16:12:20.668714,60.0,0
16:12:21.266787,60.0,0
16:12:21.675166,60.0,0
16:12:22.271241,60.0,0
16:12:22.863275,59.0,0
16:12:23.462242,59.0,0
16:12:23.869833,59.0,0
16:12:24.467074,59.0,0
16:12:25.060793,59.0,0
16:12:25.470501,59.0,0
16:12:26.057807,56.0,0
16:12:26.660457,52.0,0
16:12:27.070385,52.0,0
16:12:27.668071,52.0,0
16:12:28.259100,51.0,0
16:12:28.854043,51.0,0
16:12:29.264615,50.0,0
16:12:29.865541,50.0,0
16:12:30.452403,51.0,0
16:12:30.866485,50.0,0
16:12:31.458061,50.0,0
16:12:32.055709,50.0,0
16:12:32.464853,51.0,0
16:12:32.860247,56.9,1
16:12:33.453920,66.0,0
16:12:33.453920,66.2,1
16:12:34.272514,67.0,0
16:12:34.680437,65.0,0
16:12:35.460453,64.0,0
16:12:35.869278,63.0,0
16:12:36.285347,64.0,0
16:12:37.059773,63.0,0
16:12:37.471523,63.0,0
16:12:37.880491,63.0,0
16:12:38.660054,62.0,0
16:12:39.070819,61.0,0
16:12:39.848668,61.0,0
16:12:40.261859,60.0,0
16:12:40.671676,59.0,0
16:12:41.447848,59.0,0
16:12:41.861640,58.0,0
16:12:42.273182,58.0,0
16:12:43.049680,58.0,0
16:12:43.461871,58.0,0
16:12:43.874240,57.0,0
16:12:44.649753,57.0,0
16:12:45.062770,56.0,0
16:12:45.471774,56.0,0
16:12:46.251332,55.0,0
16:12:46.660534,55.0,0
16:12:47.077281,54.0,0
16:12:47.849243,54.0,0
16:12:48.271639,53.0,0
16:12:48.674741,53.0,0
16:12:49.453839,52.0,0
16:12:49.862090,51.0,0
16:12:50.639457,51.0,0
16:12:51.050268,50.0,0
16:12:51.462885,50.0,0
16:12:52.036650,50.0,0
16:12:52.650023,50.0,0
16:12:53.041800,49.0,0
16:12:53.637449,49.0,0
16:12:54.231678,48.0,0
16:12:54.644002,48.0,0
16:12:55.236184,48.0,0
16:12:55.831884,48.0,0
16:12:56.243478,48.0,0
16:12:56.838220,48.0,0
16:12:57.432904,48.0,0
16:12:58.026669,48.0,0
16:12:58.439379,48.0,0
16:12:59.032321,48.0,0
16:12:59.625582,47.0,0
16:13:00.040177,47.0,0
16:13:00.630911,47.0,0
16:13:01.228901,47.0,0
16:13:01.637314,47.0,0
16:13:02.233253,47.0,0
16:13:02.824886,47.0,0
16:13:03.421925,48.0,0
16:13:03.831749,48.0,0
16:13:04.427336,48.0,0
16:13:05.019423,49.0,0
16:13:05.433549,50.0,0
16:13:06.026702,50.0,0
16:13:06.622562,51.0,0
16:13:07.033349,52.0,0
16:13:07.628350,53.0,0
16:13:08.219339,53.0,0
16:13:08.816135,54.0,0
16:13:09.226567,54.0,0
16:13:09.822662,54.0,0
16:13:10.416514,54.0,0
16:13:10.829113,55.0,0
16:13:11.421719,55.0,0
16:13:12.017922,56.0,0
16:13:12.426167,57.0,0
16:13:13.022892,58.0,0
16:13:13.616257,58.0,0
16:13:14.211172,58.0,0
16:13:14.621119,58.0,0
16:13:15.216438,58.0,0
16:13:15.809916,58.0,0
16:13:16.222887,58.0,0
16:13:16.814902,58.0,0
16:13:17.413264,58.0,0
16:13:17.820788,58.0,0
16:13:18.419694,58.0,0
16:13:19.010292,58.0,0
16:13:19.606607,57.0,0
16:13:20.016586,57.0,0
16:13:20.613147,57.0,0
16:13:21.205548,57.0,0
16:13:21.618612,56.0,0
