timestmp,smpleCnt,grnCnt,led2,led3,grn2Cnt,irCnt,redCnt,accelX,accelY,accelZ,hr,rr,rrsecure,spo2
09:14:10.773994,0,140255,26014,25446,139442,106614,106700,0.116,-1.008,0.135,60.0,0.0,0,0.0
09:14:10.777409,1,266512,26026,25457,270262,237357,237422,0.127,-1.007,0.170,60.0,0.0,0,0.0
09:14:10.780998,2,248182,25984,25445,292541,368452,368565,0.194,-0.982,0.161,60.0,0.0,0,0.0
09:14:10.786154,3,214083,25981,25414,253109,493677,493718,0.166,-0.975,0.169,60.0,0.0,0,0.0
09:14:10.789979,4,188989,25992,25418,224800,524159,524159,0.135,-0.987,0.125,60.0,0.0,0,0.0
09:14:10.792736,5,176785,25968,25396,212102,524159,524159,0.177,-0.988,0.077,60.0,0.0,0,0.0
09:14:10.796160,6,167805,25903,25353,201286,524159,524159,0.216,-0.945,0.109,60.0,0.0,0,0.0
09:14:10.799242,7,168098,25840,25316,201590,524159,524159,0.270,-0.943,0.133,60.0,0.0,0,0.0
09:14:10.972697,8,168662,25780,25308,202236,524159,524159,0.348,-0.916,0.140,60.0,0.0,0,0.0
09:14:10.976229,9,168839,25767,25278,202355,524159,524159,0.364,-0.982,0.149,60.0,0.0,0,0.0
09:14:10.979672,10,168769,25742,25315,202217,524159,524159,0.301,-1.155,0.063,60.0,0.0,0,0.0
09:14:10.982526,11,168707,25670,25301,202039,524159,524159,0.406,-0.990,0.150,60.0,0.0,0,0.0
09:14:10.984773,12,168652,51298,49885,201896,524159,524159,0.379,-1.001,0.205,60.0,0.0,0,0.0
09:14:11.172267,13,168465,51234,49866,201520,524159,524159,0.391,-0.993,0.187,60.0,0.0,0,0.0
09:14:11.177255,14,168524,51109,49750,201380,524159,524159,0.368,-0.909,0.189,60.0,0.0,0,0.0
09:14:11.180901,15,168695,51043,49688,201468,524159,524159,0.354,-0.928,0.108,60.0,0.0,0,0.0
09:14:11.184229,16,168675,51018,49688,201450,524159,524159,0.347,-0.905,0.068,60.0,0.0,0,0.0
09:14:11.187324,17,168321,50931,49669,200984,524159,524159,0.262,-0.951,0.099,60.0,0.0,0,0.0
09:14:11.372738,18,167949,50908,49764,200613,524159,524159,0.130,-0.988,0.020,60.0,0.0,0,0.0
09:14:11.377657,19,167847,51015,49908,200702,524159,524159,0.300,-0.954,0.150,60.0,0.0,0,0.0
09:14:11.380670,20,168179,51079,49913,201298,524159,524159,0.292,-0.982,0.043,60.0,0.0,0,0.0
09:14:11.382927,21,168711,51064,49834,202135,524159,524159,0.362,-0.908,0.150,60.0,0.0,0,0.0
09:14:11.385486,22,169031,50853,49553,202548,524159,524159,0.399,-0.937,0.133,60.0,0.0,0,0.0
09:14:11.572498,23,169074,50553,49242,202555,524159,524159,0.463,-0.964,0.065,60.0,0.0,0,0.0
09:14:11.575776,24,169082,96967,95181,202462,524159,524159,0.505,-0.934,0.127,60.0,0.0,0,0.0
09:14:11.578333,25,169040,99135,96766,202310,524159,524159,0.476,-1.033,0.092,60.0,0.0,0,0.0
09:14:11.581504,26,169005,99006,96753,202119,524159,524159,0.466,-0.971,0.048,60.0,0.0,0,0.0
09:14:11.584979,27,169116,98986,96711,202064,524159,524159,0.502,-0.889,0.073,60.0,0.0,0,0.0
09:14:11.772987,28,169131,98701,96416,201916,524159,524159,0.527,-0.852,0.109,60.0,0.0,0,0.0
09:14:11.775887,29,168811,98395,96149,201410,524159,524159,0.480,-0.897,0.100,60.0,0.0,0,0.0
09:14:11.778623,30,168465,98148,96037,200900,524159,524159,0.469,-0.884,0.108,60.0,0.0,0,0.0
09:14:11.781474,31,168253,97983,96026,200569,524159,524159,0.466,-0.852,0.135,60.0,0.0,0,0.0
09:14:11.785446,32,168397,97991,96149,200716,524159,524159,0.489,-0.918,0.171,60.0,0.0,0,0.0
09:14:11.972727,33,168848,98314,96463,201336,524159,524159,0.478,-0.887,0.175,60.0,0.0,0,0.0
09:14:11.975760,34,168803,98137,96342,201321,524159,524159,0.298,-1.065,0.049,60.0,0.0,0,0.0
09:14:11.978608,35,168940,98369,96603,201436,524159,524159,0.341,-1.152,0.032,60.0,0.0,0,0.0
09:14:11.981800,36,169037,102016,100132,201472,524159,524159,0.438,-0.926,0.000,60.0,0.0,0,0.0
09:14:11.984232,37,168628,102502,100371,200879,524159,524159,0.328,-0.919,0.106,60.0,0.0,0,0.0
09:14:12.173519,38,167715,101521,99649,199489,524159,524159,0.458,-0.917,0.276,60.0,0.0,0,0.0
09:14:12.176331,39,167303,101523,99863,198839,524159,524159,0.399,-1.010,0.186,60.0,0.0,0,0.0
09:14:12.179461,40,167136,101831,100363,198732,524159,524159,0.089,-1.015,0.099,60.0,0.0,0,0.0
09:14:12.182300,41,167162,102626,101187,198916,524159,524159,0.084,-0.999,0.185,60.0,0.0,0,0.0
09:14:12.184716,42,167073,103200,101640,198837,524159,524159,0.137,-1.002,0.077,60.0,0.0,0,0.0
09:14:12.374619,43,167204,103461,101905,199028,524159,524159,0.140,-0.993,0.088,60.0,0.0,0,0.0
09:14:12.377713,44,167494,103822,102103,199499,524159,524159,0.099,-0.973,0.106,60.0,0.0,0,0.0
09:14:12.380348,45,167687,104187,102413,199974,524159,524159,0.075,-0.974,0.083,60.0,0.0,0,0.0
09:14:12.383110,46,167764,104387,102552,200249,524159,524159,0.107,-0.944,0.126,60.0,0.0,0,0.0
09:14:12.385145,47,167897,104485,102558,200529,524159,524159,0.195,-0.969,0.183,60.0,0.0,0,0.0
09:14:12.574323,48,168029,104437,102380,200755,524159,524159,0.241,-0.923,0.207,60.0,0.0,0,0.0
09:14:12.577168,49,168245,104430,102332,201118,524159,524159,0.237,-1.065,0.134,60.0,0.0,0,0.0
09:14:12.579737,50,168559,104684,102542,201688,524159,524159,0.173,-1.039,0.100,60.0,0.0,0,0.0
09:14:12.583857,51,168963,105115,102805,202332,524159,524159,0.118,-1.079,0.107,60.0,0.0,0,0.0
09:14:12.586736,52,169411,105420,102859,202813,524159,524159,0.208,-1.019,0.081,60.0,0.0,0,0.0
09:14:12.775105,53,169518,105307,102598,202704,524159,524159,0.203,-1.004,0.146,60.0,0.0,0,0.0
09:14:12.778111,54,169278,105082,102301,202286,524159,524159,0.229,-0.981,0.162,60.0,0.0,0,0.0
09:14:12.781721,55,169122,104920,102119,202083,524159,524159,0.252,-0.951,0.098,60.0,0.0,0,0.0
09:14:12.784687,56,169009,104789,101945,201967,524159,524159,0.272,-0.908,0.101,60.0,0.0,0,0.0
09:14:12.786752,57,169043,104759,101854,202013,524159,524159,0.284,-0.942,0.117,60.0,0.0,0,0.0
09:14:12.975449,58,169018,104416,101587,201994,524159,524159,0.322,-0.903,0.081,60.0,0.0,0,0.0
09:14:12.978866,59,168916,103580,101097,201863,524159,524159,0.359,-0.967,0.128,60.0,0.0,0,0.0
09:14:12.981460,60,169213,103451,101098,202195,524159,524159,0.402,-0.954,0.122,60.0,0.0,0,0.0
09:14:12.984085,61,169422,103434,101061,202400,524159,524159,0.387,-0.981,0.161,60.0,0.0,0,0.0
09:14:12.986568,62,169296,103210,100964,202196,524159,524159,0.431,-1.009,0.115,60.0,0.0,0,0.0
09:14:13.177916,63,169079,102883,100767,201781,524159,524159,0.395,-1.042,0.108,60.0,0.0,0,0.0
09:14:13.180813,64,168951,102721,100722,201501,524159,524159,0.461,-0.988,0.095,60.0,0.0,0,0.0
