timestmp,smpleCnt,grnCnt,led2,led3,grn2Cnt,irCnt,redCnt,accelX,accelY,accelZ,hr,rr,rrsecure,spo2
09:22:57.402094,0,140289,34684,36451,139497,106628,106688,-0.133,-0.996,-0.215,60.0,0.0,0,0.0
09:22:57.407307,1,270782,34574,36238,253487,237280,237409,-0.112,-0.935,-0.233,60.0,0.0,0,0.0
09:22:57.411094,2,268121,34470,36121,224853,368493,368609,-0.126,-0.976,-0.288,60.0,0.0,0,0.0
09:22:57.417140,3,215203,34448,36121,182691,493683,493745,-0.107,-0.948,-0.269,60.0,0.0,0,0.0
09:22:57.423758,4,192548,34457,36128,162311,524031,524031,-0.169,-0.929,-0.291,60.0,0.0,0,0.0
09:22:57.427903,5,176683,34459,36122,149889,524031,524031,-0.196,-0.929,-0.247,60.0,0.0,0,0.0
09:22:57.430293,6,172974,34423,36068,146717,524031,524031,-0.237,-0.958,-0.218,60.0,0.0,0,0.0
09:22:57.434234,7,173022,34344,35980,146635,524031,524031,-0.211,-1.005,-0.157,60.0,0.0,0,0.0
09:22:57.598465,8,172989,34330,35925,146454,524031,524031,-0.193,-1.186,-0.255,60.0,0.0,0,0.0
09:22:57.602796,9,173049,34343,35862,146394,524031,524031,-0.103,-1.006,-0.248,60.0,0.0,0,0.0
09:22:57.605672,10,173006,34306,35846,146242,524031,524031,-0.077,-1.086,-0.253,60.0,0.0,0,0.0
09:22:57.608085,11,173039,34321,35810,146193,524031,524031,-0.282,-1.020,-0.300,60.0,0.0,0,0.0
09:22:57.610678,12,173142,65672,67092,146260,524031,524031,-0.272,-0.899,-0.173,60.0,0.0,0,0.0
09:22:57.800035,13,173132,68242,70240,146160,524031,524031,-0.219,-0.914,-0.074,60.0,0.0,0,0.0
09:22:57.803042,14,173159,68225,70259,146016,524031,524031,-0.054,-0.978,-0.252,60.0,0.0,0,0.0
09:22:57.806010,15,173192,68220,70257,145850,524031,524031,-0.023,-0.932,-0.265,60.0,0.0,0,0.0
09:22:57.808462,16,173274,68237,70239,145692,524031,524031,-0.116,-0.896,-0.182,60.0,0.0,0,0.0
09:22:57.811964,17,173321,68248,70308,145572,524031,524031,-0.105,-0.995,-0.199,60.0,0.0,0,0.0
09:22:57.999548,18,173397,68281,70538,145641,524031,524031,-0.058,-1.006,-0.239,60.0,0.0,0,0.0
09:22:58.003457,19,173365,68618,71142,145826,524031,524031,0.026,-1.019,-0.275,60.0,0.0,0,0.0
09:22:58.006952,20,173210,69076,71883,145951,524031,524031,0.084,-1.002,-0.243,60.0,0.0,0,0.0
09:22:58.009648,21,173018,69595,72578,146107,524031,524031,0.014,-1.249,-0.299,60.0,0.0,0,0.0
09:22:58.011728,22,172937,69756,72700,146196,524031,524031,0.182,-1.094,-0.227,60.0,0.0,0,0.0
09:22:58.199818,23,172875,69772,72582,146040,524031,524031,0.206,-1.036,-0.240,60.0,0.0,0,0.0
09:22:58.202720,24,173011,121905,125017,146154,524031,524031,0.077,-1.085,-0.256,60.0,0.0,0,0.0
