timestmp,smpleCnt,grnCnt,led2,led3,grn2Cnt,irCnt,redCnt,accelX,accelY,accelZ,hr,rr,rrsecure,spo2
14:06:06.725222,0,101493,18335,11148,99548,102787,102898,-0.197,0.443,0.818,60.0,0.0,0,0.0
14:06:06.729541,1,143817,18327,11143,137026,232261,232363,-0.195,0.440,0.821,60.0,0.0,0,0.0
14:06:06.735031,2,147077,18304,11143,139996,363398,363597,-0.193,0.440,0.821,60.0,0.0,0,0.0
14:06:06.740312,3,154903,18315,11129,147351,488614,488608,-0.191,0.442,0.822,60.0,0.0,0,0.0
14:06:06.746175,4,158618,18302,11138,150818,519039,519039,-0.190,0.438,0.824,60.0,0.0,0,0.0
14:06:06.749610,5,160863,18297,11122,152987,519039,519039,-0.192,0.441,0.821,60.0,0.0,0,0.0
14:06:06.752180,6,160858,18319,11114,153026,519039,519039,-0.191,0.441,0.824,60.0,0.0,0,0.0
14:06:06.754872,7,160850,18289,11125,153079,519039,519039,-0.194,0.437,0.827,60.0,0.0,0,0.0
14:06:06.917419,8,160894,18279,11153,153189,519039,519039,-0.195,0.442,0.823,60.0,0.0,0,0.0
14:06:06.920362,9,160915,18284,11129,153239,519039,519039,-0.193,0.441,0.822,60.0,0.0,0,0.0
14:06:06.923250,10,160985,18313,11113,153352,519039,519039,-0.191,0.437,0.825,60.0,0.0,0,0.0
14:06:06.926596,11,161037,18332,11124,153446,519039,519039,-0.196,0.439,0.823,60.0,0.0,0,0.0
14:06:06.929538,12,161169,36693,22040,153635,519039,519039,-0.192,0.441,0.824,60.0,0.0,0,0.0
14:06:07.118214,13,161284,36682,21994,153800,519039,519039,-0.191,0.439,0.825,60.0,0.0,0,0.0
14:06:07.121300,14,161364,36689,22005,153949,519039,519039,-0.189,0.444,0.824,60.0,0.0,0,0.0
14:06:07.123988,15,161302,36660,21991,153914,519039,519039,-0.196,0.445,0.818,60.0,0.0,0,0.0
14:06:07.126955,16,161110,36676,22032,153622,519039,519039,-0.194,0.439,0.824,60.0,0.0,0,0.0
14:06:07.129306,17,160939,36616,21967,153320,519039,519039,-0.191,0.440,0.825,60.0,0.0,0,0.0
14:06:07.318025,18,160865,36613,21937,153153,519039,519039,-0.190,0.441,0.825,60.0,0.0,0,0.0
14:06:07.322803,19,160831,36573,21960,153095,519039,519039,-0.187,0.442,0.826,60.0,0.0,0,0.0
14:06:07.325771,20,160831,36562,21928,153126,519039,519039,-0.188,0.442,0.824,60.0,0.0,0,0.0
14:06:07.328943,21,160832,36574,21937,153169,519039,519039,-0.193,0.440,0.827,60.0,0.0,0,0.0
14:06:07.331530,22,160829,36592,21921,153211,519039,519039,-0.193,0.442,0.827,60.0,0.0,0,0.0
14:06:07.518422,23,160866,36615,21947,153280,519039,519039,-0.191,0.445,0.824,60.0,0.0,0,0.0
14:06:07.521689,24,160890,64423,39392,153323,519039,519039,-0.189,0.444,0.826,60.0,0.0,0,0.0
14:06:07.524582,25,160915,66697,38127,153375,519039,519039,-0.190,0.442,0.822,60.0,0.0,0,0.0
14:06:07.527379,26,161012,66665,38146,153528,519039,519039,-0.193,0.442,0.829,60.0,0.0,0,0.0
14:06:07.531492,27,161100,66671,38134,153662,519039,519039,-0.191,0.443,0.824,60.0,0.0,0,0.0
14:06:07.719089,28,161213,66677,38137,153834,519039,519039,-0.187,0.440,0.828,60.0,0.0,0,0.0
14:06:07.721865,29,161229,66660,38145,153920,519039,519039,-0.190,0.445,0.824,60.0,0.0,0,0.0
14:06:07.724335,30,161138,66632,38135,153852,519039,519039,-0.192,0.441,0.824,60.0,0.0,0,0.0
14:06:07.727074,31,160939,66575,38103,153568,519039,519039,-0.194,0.441,0.825,60.0,0.0,0,0.0
14:06:07.730041,32,160814,66506,38049,153339,519039,519039,-0.191,0.443,0.824,60.0,0.0,0,0.0
14:06:07.919440,33,160715,66470,38042,153185,519039,519039,-0.189,0.445,0.824,60.0,0.0,0,0.0
14:06:07.922210,34,160706,66450,38025,153181,519039,519039,-0.187,0.442,0.822,60.0,0.0,0,0.0
