1635933830.000000, 1635933830.000000, 1635933830.000000
32.000000, 32.000000, 32.000000
-1,24,58
21,8,83
12,0,62
-41,20,24
-11,13,74
-5,4,47
-31,-13,64
-26,-6,60
-69,-28,19
-14,-30,82
-30,-7,52
-50,-14,49
-12,-25,40
-9,-23,46
-10,-15,79
-30,-4,53
-24,12,47
-7,27,38
-6,42,67
-36,24,38
-37,20,54
-19,-2,66
-26,-4,64
-28,-9,53
-12,-13,69
-13,-11,58
-20,15,52
-16,18,69
-17,1,68
-27,-17,60
-28,-20,66
-22,-15,76
1,55,112
-42,12,20
-27,-28,57
-37,12,51
-21,-2,64
-23,0,61
-26,-3,56
-31,0,53
-20,-10,60
-34,-7,58
-27,-2,57
-38,-10,54
-26,0,64
-28,-5,63
-61,10,41
-18,-25,27
-32,17,52
-33,0,56
-29,-9,69
-30,4,45
-31,7,49
-26,-5,56
-18,-1,58
-22,-2,58
-28,-8,57
-30,2,68
-9,-15,53
-13,8,72
-28,6,64
-19,3,65
-21,0,64
-37,5,49
-29,1,57
-30,5,51
-42,7,52
-33,6,58
-27,13,56
-36,14,50
-35,11,48
-42,16,52
-20,17,49
-48,-2,40
-55,10,32
-65,6,27
-23,2,38
-50,21,35
-55,9,33
-43,15,33
-50,12,34
-66,16,21
-85,26,17
-48,12,26
-54,13,6
-57,11,-3
-66,12,-10
-64,12,-7
-67,12,-3
-65,12,-7
-68,14,-5
-78,18,-8
-66,7,-7
-54,11,-10
-50,9,-2
-78,9,-50
-50,13,-12
-64,23,-10
-54,19,-8
-72,40,-5
-57,28,-3
-89,23,-23
-63,16,2
-52,12,19
-41,15,-7
-33,2,-30
-128,21,-3
-124,39,-8
17,-16,2
-58,-4,-15
-128,28,-14
-60,-24,-11
-53,-28,-4
-61,-14,-16
-61,21,-14
-56,26,-12
-56,3,-18
-62,-3,-21
-46,-17,-21
-126,35,-25
-68,-1,-30
-57,4,-29
-55,1,-32
-41,-3,-34
-54,-2,-48
-63,-5,-55
-42,0,-44
-46,-2,-44
-41,-3,-44
-56,8,-51
-39,-3,-44
-48,1,-52
-47,6,-44
-60,-45,-44
-12,1,-38
-48,50,-46
-36,-4,-47
-43,4,-55
-38,-4,-46
-42,-10,-49
-41,-4,-52
-38,-2,-52
-35,-2,-50
-40,-3,-58
-34,1,-55
-31,-2,-57
-31,-1,-56
-27,1,-56
-34,-3,-56
-33,-2,-54
-34,-2,-55
-34,-2,-54
-33,-4,-53
-33,-3,-52
-33,-3,-54
-34,-3,-54
-33,-3,-57
-33,-1,-57
-34,-2,-55
-35,-1,-57
-34,-2,-53
-35,-1,-54
-34,1,-52
-34,1,-53
-34,2,-54
-38,1,-57
-32,-4,-51
-35,-6,-55
-24,6,-48
-19,12,-53
-17,7,-57
-12,8,-63
-9,5,-62
-8,3,-61
-3,0,-66
-2,-2,-65
-3,-3,-67
-4,-4,-67
-6,-5,-64
-6,-6,-61
-7,-6,-61
-6,-6,-64
-5,-6,-62
-6,-7,-64
-6,-6,-64
-6,-6,-63
-8,-7,-61
-9,-7,-61
-8,-6,-60
-9,-6,-61
-9,-5,-62
-8,-6,-62
-7,-6,-62
-8,-6,-62
-8,-7,-62
-8,-7,-62
-7,-8,-63
-7,-7,-63
-7,-6,-62
-7,-6,-62
-7,-7,-62
-7,-6,-62
-6,-6,-62
-6,-6,-62
-6,-6,-62
-5,-6,-62
-5,-6,-62
-6,-6,-63
-6,-5,-62
-6,-6,-62
-6,-6,-62
-6,-7,-63
-6,-6,-62
-6,-6,-63
-6,-6,-62
-6,-7,-62
-7,-6,-62
-3,-12,-66
-7,-3,-62
-6,-5,-60
-6,-6,-62
-7,-6,-63
-7,-6,-63
-6,-6,-62
-6,-6,-61
-8,-7,-62
-8,-7,-62
-8,-8,-61
-9,-8,-61
-9,-8,-61
-9,-8,-61
-9,-8,-62
-6,-7,-62
-7,-7,-62
-7,-7,-62
-8,-7,-60
-9,-7,-62
-9,-7,-62
-9,-7,-63
-9,-7,-63
-8,-8,-61
-10,-8,-61
-10,-8,-61
-18,-8,-56
-11,-8,-64
-9,-6,-56
-9,-8,-60
-11,-7,-61
-11,-7,-62
-11,-7,-61
-11,-7,-62
-10,-7,-62
-9,-6,-63
-8,-7,-62
-8,-6,-62
-8,-6,-63
-7,-7,-62
-7,-6,-63
-7,-6,-60
-6,-5,-66
-6,-4,-63
-7,-5,-62
-7,-5,-60
-8,-5,-63
-7,-5,-62
-7,-5,-62
-7,-5,-62
-7,-5,-62
-8,-5,-62
-7,-5,-60
-8,-6,-64
-8,-6,-62
-8,-6,-62
-8,-5,-62
-7,-5,-62
-7,-5,-62
-8,-5,-62
-7,-5,-62
-7,-5,-62
-7,-6,-62
-7,-5,-62
-7,-6,-62
-7,-5,-62
-8,-5,-62
-8,-6,-62
-8,-7,-61
-8,-7,-62
-8,-7,-62
-7,-7,-61
-7,-8,-62
-7,-8,-61
-7,-7,-61
-8,-8,-61
-8,-24,-62
-5,-7,-64
-5,-8,-62
-6,-8,-62
-6,-6,-64
-6,-8,-61
-7,-8,-60
-8,-8,-60
-6,-8,-61
-7,-8,-62
-6,-8,-61
-7,-7,-62
-8,-7,-63
-8,-7,-62
-8,-6,-62
-8,-7,-62
-9,-6,-60
-9,-7,-61
-10,-6,-61
-9,-6,-62
-9,-7,-62
-9,-7,-62
-9,-7,-61
-9,-7,-63
-10,-7,-63
