1636462975.000000, 1636462975.000000, 1636462975.000000
32.000000, 32.000000, 32.000000
-23,-5,68
-21,-9,52
-30,-14,49
-35,-16,48
-39,-17,43
-44,-13,47
-51,-3,60
-48,-4,57
-45,0,56
-47,1,47
-40,1,44
-37,3,44
-42,1,43
-42,-4,40
-47,-7,41
-48,-11,44
-37,-13,50
-30,-12,54
-28,-16,55
-29,-15,53
-31,-16,51
-37,-14,52
-37,-13,52
-24,-7,48
-26,-4,46
-38,-6,48
-44,-5,53
-49,-2,52
-64,1,44
-57,4,40
-55,4,38
-50,7,36
-61,-11,32
-66,4,48
-41,5,33
-30,-2,36
-40,-6,41
-41,-4,43
-64,3,48
-56,6,35
-54,3,33
-47,0,39
-44,-2,41
-53,0,40
-62,-1,36
-58,3,35
-51,1,35
-50,1,36
-54,4,38
-57,8,39
-55,8,37
-53,5,36
-53,4,36
-54,4,38
-55,1,37
-54,0,36
-52,-3,36
-53,-3,37
-51,-1,38
-49,2,39
-50,3,39
-53,2,38
-52,2,39
-51,2,39
-51,4,39
-52,4,39
-54,4,38
-55,3,37
-52,2,39
-51,2,39
-51,2,38
-53,3,38
-53,2,38
-52,1,38
-53,2,38
-53,3,38
-52,3,39
-52,3,39
-51,3,41
-47,6,43
-53,4,39
-52,-2,38
-50,-2,39
-48,0,40
-53,0,42
-53,7,46
-60,1,41
-61,0,37
-47,-1,21
-71,4,35
-56,3,28
-51,-2,33
-51,0,35
-57,3,29
-56,3,31
-53,3,35
-51,5,36
-49,4,36
-56,8,34
-63,5,35
-59,4,35
-51,1,33
-53,2,33
-62,3,28
-55,2,38
-43,1,45
-41,1,48
-39,-5,48
-45,0,45
-40,4,55
-55,6,59
-66,1,41
-62,-6,40
-46,-7,45
-31,1,40
-32,9,37
-35,17,44
-41,15,47
-34,11,51
-39,10,62
-34,10,65
-20,8,60
-15,10,62
-37,12,57
-52,6,46
-46,11,45
-39,9,41
-37,6,34
-50,-6,24
-55,-24,57
-43,-24,72
-39,-21,42
-52,-21,25
-86,-18,15
-40,4,49
-46,2,46
-46,-2,42
-46,-7,42
-42,1,42
-56,12,29
-67,18,25
-67,13,33
-63,9,37
-42,2,45
-44,3,45
-45,3,46
-51,4,43
-51,3,41
-50,1,39
-53,-2,38
-52,2,38
-52,1,39
-51,2,39
-51,5,39
-53,4,39
-54,5,38
-54,4,37
-52,3,39
-50,3,39
-51,2,39
-52,2,40
-51,3,40
-51,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,38
-52,3,39
-52,3,39
-51,3,39
-51,3,39
-52,3,39
-52,3,38
-52,3,38
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,38
-52,3,39
-52,3,39
-52,3,39
-52,3,38
-52,3,38
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,38
-52,3,38
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,38
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,2,39
-50,2,41
-51,2,40
-52,2,40
-51,3,39
-51,2,39
-51,2,40
-51,2,40
-51,2,40
-51,2,39
-51,3,39
-51,3,39
-51,2,39
-51,3,39
-51,2,39
-51,2,40
-51,3,40
-51,3,40
-51,3,39
-51,2,40
-51,3,40
-51,2,40
-51,2,39
-51,3,39
-51,3,39
-51,3,40
-51,2,40
-51,2,40
-51,2,39
-52,3,40
-51,3,39
-51,3,39
-51,2,40
-51,3,39
-51,2,39
-51,3,40
-51,2,40
-51,3,39
-51,3,40
-51,2,39
-52,2,40
-52,2,40
-51,3,40
-51,2,39
-51,3,39
-51,3,39
-51,2,40
-51,3,39
-51,3,39
-51,2,39
-51,2,39
-52,3,39
-52,3,40
-51,3,39
-51,3,39
-51,2,39
-52,3,40
-51,2,39
-51,3,39
-51,3,39
-51,3,39
-51,2,39
-51,3,39
-52,3,39
-51,3,39
-52,2,39
-51,2,39
-52,3,39
-51,3,39
-51,3,39
-52,3,39
-52,2,39
-51,2,39
-52,3,39
-51,3,39
-51,2,39
-51,2,39
-51,3,39
-51,2,39
-52,2,39
-51,2,39
-52,2,40
-52,2,40
-51,2,39
-51,2,39
-52,2,39
-51,3,39
-51,2,39
-52,2,39
-51,3,40
-51,3,40
-52,3,39
-51,2,39
-51,3,40
-52,3,39
-51,2,39
-51,2,39
-51,3,39
-51,3,39
-51,2,40
-51,3,39
-51,2,39
-52,3,39
-52,3,39
-51,3,39
-51,2,39
-51,2,39
-51,2,40
-51,2,40
-52,2,40
-51,2,40
-51,3,39
-52,3,39
-52,3,39
-51,2,39
-51,2,39
-51,2,40
-51,2,39
-51,2,40
-51,2,40
-51,2,39
-52,2,39
-51,3,40
-51,3,39
-51,2,40
-51,2,40
-51,2,39
-51,2,40
-51,2,40
-51,2,39
-51,2,40
-52,2,40
-52,3,39
-52,3,40
-51,3,39
-51,3,39
-51,3,39
-51,3,39
-51,3,39
-51,3,39
-51,2,39
-51,3,39
-51,2,39
-52,3,39
-51,2,39
-51,3,40
-51,2,39
-51,3,39
-51,2,39
-52,2,39
-52,3,39
-52,2,39
-52,3,39
-52,3,39
-51,2,39
-51,2,40
-51,2,39
-51,2,39
-52,3,39
-52,2,39
-51,2,39
-52,3,40
-52,2,39
-51,3,39
-51,3,39
-51,2,39
-51,2,39
-51,2,40
-51,3,39
-51,3,39
-52,3,39
-51,2,39
-51,3,40
-51,2,40
-51,2,40
-51,2,39
-51,2,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-52,3,39
-51,2,39
-51,2,39
-51,2,40
-51,3,40
-51,2,39
-51,3,40
-52,3,39
-52,3,39
-52,3,39
-51,2,39
-51,2,40
-51,2,39
-51,2,39
-51,2,40
-51,2,39
-51,2,39
-51,3,40
-52,3,39
-52,3,39
-51,2,40
-51,2,40
-51,2,39
-51,2,39
-51,2,39
-51,2,39
-52,2,39
-51,2,39
-50,2,38
-51,2,37
-53,3,41
-48,5,48
-48,4,43
-49,7,38
-53,3,35
-55,2,35
-55,5,37
-53,7,38
-51,5,36
-51,4,36
-51,7,39
-53,5,37
-51,4,37
-52,0,38
-55,-2,38
-52,0,44
-56,7,49
-59,9,50
-57,10,38
-53,7,33
-50,2,30
-49,0,38
-51,2,41
-50,4,48
-56,2,48
-57,1,44
-48,1,41
-38,1,40
-37,-3,42
-36,-7,43
-35,-9,39
-35,-11,42
-35,-11,46
-44,-6,51
-51,-8,48
-53,-3,45
-52,4,56
-50,5,55
-54,0,47
-38,-14,36
-44,-13,34
-53,2,27
-53,5,31
-57,6,41
-60,7,46
-47,1,52
-46,7,44
-43,6,44
-44,1,44
-45,-1,43
-50,-2,42
-48,-7,45
-48,-4,45
-51,2,42
-53,3,40
-55,5,37
-50,4,38
-49,2,40
-49,-1,42
-47,0,43
-51,1,43
-50,1,41
-49,0,42
-44,-1,44
-44,-1,44
-50,-1,43
-57,3,43
-54,4,42
-42,2,44
-42,2,45
-44,2,45
-50,1,44
-52,0,41
-47,0,43
-45,0,44
-48,1,44
-50,3,43
-48,3,43
-49,3,42
-49,3,42
-49,2,43
-47,3,44
-47,3,44
-47,2,44
-48,2,44
-47,3,44
-48,3,43
-48,3,43
-48,3,43
-48,3,43
-47,3,44
-48,2,43
-48,2,44
-47,2,45
-47,2,44
-49,3,43
-50,5,43
-50,5,43
-48,4,43
-47,3,43
-46,2,44
-46,0,45
-45,0,45
-46,1,45
-47,1,45
-49,3,43
-49,4,42
-49,4,42
-49,4,42
-49,4,43
-48,3,44
-47,2,44
-47,2,44
-47,2,44
-47,2,44
-48,3,43
-48,3,43
-48,3,43
-48,3,43
-48,3,43
-48,2,43
-48,3,44
-48,3,43
-48,2,43
-48,2,44
-48,3,43
-48,3,43
-48,3,43
-48,3,43
-48,3,43
-48,3,43
-48,3,44
-48,3,44
-48,3,43
-48,2,43
-48,2,43
-48,3,43
-48,3,43
-48,3,43
-48,3,44
-48,3,44
-48,3,43
-48,3,43
-48,3,44
-48,3,43
-48,3,43
-48,3,44
-48,3,43
-48,3,43
-48,3,43
-48,3,44
-48,3,43
-48,3,43
-48,3,43
-48,3,44
-48,3,44
-48,3,43
-48,3,43
-48,3,44
-48,3,43
-48,3,44
-48,3,43
-48,3,44
-48,3,44
-48,3,43
-48,3,43
-48,3,44
-48,3,44
-48,3,44
